Nº de Caso;CAVD;Expedientes;Fecha Ingreso;Mes Ingreso;Año Ingreso;Fecha de Delito;Año de Delito;Mes de Delito;Comuna Delito;Fecha de Finalización;Año de Finalización;Mes de Finalización;Región Delito;Año Reporte
CER1074;34 Concepción;CER1074, ;14-11-2018;11;2018;12-11-2018 0:00;2018;11;Chiguayante;16-11-2018;2018;11;VIII Región del Bío Bío;2018
CER1075;34 Concepción;NULL;16-11-2018;11;2018;14-11-2018 0:00;2018;11;Tirua;24-11-2018;2018;11;VIII Región del Bío Bío;2018
CER1076;34 Concepción;NULL;26-11-2018;11;2018;25-11-2018 0:00;2018;11;Penco;04-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1077;34 Concepción;NULL;26-11-2018;11;2018;23-11-2018 0:00;2018;11;Coronel;04-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1078;34 Concepción;NULL;30-11-2018;11;2018;28-11-2018 0:00;2018;11;San Pedro de la Paz;07-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1079;34 Concepción;NULL;12-12-2018;12;2018;07-12-2018 0:00;2018;12;Concepción;20-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1080;34 Concepción;NULL;12-12-2018;12;2018;10-12-2018 0:00;2018;12;Concepción;20-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1081;34 Concepción;NULL;12-12-2018;12;2018;11-12-2018 1:00;2018;12;Cañete;20-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1082;34 Concepción;NULL;12-12-2018;12;2018;11-12-2018 0:00;2018;12;Hualpén;20-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1083;34 Concepción;NULL;13-12-2018;12;2018;12-12-2018 0:00;2018;12;Talcahuano;21-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1084;34 Concepción;CER1084, CER1084, CER1084, ;14-12-2018;12;2018;13-12-2018 0:00;2018;12;Tirua;17-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1085;34 Concepción;NULL;14-12-2018;12;2018;13-12-2018 1:00;2018;12;Cañete;17-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1086;34 Concepción;NULL;17-12-2018;12;2018;16-12-2018 0:00;2018;12;Coronel;24-12-2018;2018;12;VIII Región del Bío Bío;2018
CER1087;34 Concepción;NULL;31-12-2018;12;2018;21-12-2018 1:00;2018;12;San Pedro de la Paz;08-01-2019;2019;1;VIII Región del Bío Bío;2018
CER1088;34 Concepción;NULL;31-12-2018;12;2018;22-12-2018 1:00;2018;12;Arauco;08-01-2019;2019;1;VIII Región del Bío Bío;2018
CER1089;34 Concepción;CER1089, ;02-01-2019;1;2019;29-12-2018 0:00;2018;12;Contulmo;04-01-2019;2019;1;VIII Región del Bío Bío;2018
CER1090;34 Concepción;NULL;03-01-2019;1;2019;02-01-2019 0:00;2019;1;Hualpén;11-01-2019;2019;1;VIII Región del Bío Bío;2019
CER1091;34 Concepción;CER1091, ;04-01-2019;1;2019;02-01-2019 0:00;2019;1;Chiguayante;09-01-2019;2019;1;VIII Región del Bío Bío;2019
CER1092;34 Concepción;CER1092, ;11-01-2019;1;2019;07-01-2019 0:00;2019;1;Talcahuano;23-01-2019;2019;1;VIII Región del Bío Bío;2019
CER1093;34 Concepción;CER1093, ;14-01-2019;1;2019;10-01-2019 0:00;2019;1;Tomé;25-01-2019;2019;1;VIII Región del Bío Bío;2019
CER1094;34 Concepción;CER1094, ;14-01-2019;1;2019;12-01-2019 1:00;2019;1;Hualpén;16-01-2019;2019;1;VIII Región del Bío Bío;2019
CER1095;34 Concepción;CER1095, ;18-01-2019;1;2019;03-01-2019 0:00;2019;1;Talcahuano;24-01-2019;2019;1;VIII Región del Bío Bío;2019
CER1096;34 Concepción;CER1096, CER1096, ;25-01-2019;1;2019;23-01-2019 0:00;2019;1;Tirua;06-02-2019;2019;2;VIII Región del Bío Bío;2019
CER1097;34 Concepción;CER1097, ;29-01-2019;1;2019;17-01-2019 0:00;2019;1;Coronel;14-02-2019;2019;2;VIII Región del Bío Bío;2019
CER1098;34 Concepción;NULL;29-01-2019;1;2019;27-01-2019 0:00;2019;1;San Pedro de la Paz;04-02-2019;2019;2;VIII Región del Bío Bío;2019
CER1099;34 Concepción;NULL;01-02-2019;2;2019;31-01-2019 0:00;2019;1;Concepción;12-03-2019;2019;3;VIII Región del Bío Bío;2019
CER1100;34 Concepción;CER1100, ;01-02-2019;2;2019;01-02-2019 0:00;2019;2;Concepción;14-02-2019;2019;2;VIII Región del Bío Bío;2019
CER1101;34 Concepción;NULL;27-02-2019;2;2019;21-02-2019 1:00;2019;2;Talcahuano;07-03-2019;2019;3;VIII Región del Bío Bío;2019
CER1102;34 Concepción;CER1102, ;04-03-2019;3;2019;01-03-2019 0:00;2019;3;Concepción;04-03-2019;2019;3;VIII Región del Bío Bío;2019
CER1103;34 Concepción;CER1103, ;12-03-2019;3;2019;09-03-2019 0:00;2019;3;Talcahuano;12-03-2019;2019;3;VIII Región del Bío Bío;2019
CER1104;34 Concepción;CER1104, CER1104, ;13-03-2019;3;2019;25-02-2019 0:00;2019;2;Santa Juana;13-03-2019;2019;3;VIII Región del Bío Bío;2019
CER1105;34 Concepción;NULL;04-04-2019;4;2019;31-03-2019 0:00;2019;3;Concepción;31-05-2019;2019;5;VIII Región del Bío Bío;2019
CER1106;34 Concepción;CER1106, ;05-04-2019;4;2019;04-04-2019 0:00;2019;4;Concepción;08-04-2019;2019;4;VIII Región del Bío Bío;2019
CER1107;34 Concepción;CER1107, ;10-04-2019;4;2019;06-04-2019 0:00;2019;4;Penco;26-04-2019;2019;4;VIII Región del Bío Bío;2019
CER1108;34 Concepción;CER1108, ;11-04-2019;4;2019;10-04-2019 0:00;2019;4;Tirua;25-04-2019;2019;4;VIII Región del Bío Bío;2019
CER1109;34 Concepción;NULL;22-04-2019;4;2019;21-04-2019 0:00;2019;4;Concepción;30-04-2019;2019;4;VIII Región del Bío Bío;2019
CER1110;34 Concepción;CER1110, ;24-04-2019;4;2019;21-04-2019 0:00;2019;4;San Pedro de la Paz;26-04-2019;2019;4;VIII Región del Bío Bío;2019
CER1111;34 Concepción;CER1111, ;25-04-2019;4;2019;24-04-2019 0:00;2019;4;Concepción;25-04-2019;2019;4;VIII Región del Bío Bío;2019
CER1112;34 Concepción;CER1112, ;26-04-2019;4;2019;25-04-2019 0:00;2019;4;Coronel;15-05-2019;2019;5;VIII Región del Bío Bío;2019
CER1113;34 Concepción;CER1113, ;09-05-2019;5;2019;07-05-2019 0:00;2019;5;Lebu;10-05-2019;2019;5;VIII Región del Bío Bío;2019
CER1114;34 Concepción;CER1114, ;14-05-2019;5;2019;09-05-2019 0:00;2019;5;Penco;10-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1115;34 Concepción;CER1115, ;16-05-2019;5;2019;14-05-2019 0:00;2019;5;Talcahuano;16-05-2019;2019;5;VIII Región del Bío Bío;2019
CER1116;34 Concepción;NULL;21-05-2019;5;2019;12-05-2019 0:00;2019;5;Lota;19-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1117;34 Concepción;NULL;21-05-2019;5;2019;12-05-2019 0:00;2019;5;Concepción;19-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1118;34 Concepción;CER1118, ;21-05-2019;5;2019;08-05-2019 0:00;2019;5;Talcahuano;22-05-2019;2019;5;VIII Región del Bío Bío;2019
CER1119;34 Concepción;NULL;22-05-2019;5;2019;20-05-2019 0:00;2019;5;Talcahuano;30-05-2019;2019;5;VIII Región del Bío Bío;2019
CER1120;34 Concepción;NULL;22-05-2019;5;2019;20-05-2019 0:00;2019;5;Curanilahue;30-05-2019;2019;5;VIII Región del Bío Bío;2019
CER1121;34 Concepción;NULL;30-05-2019;5;2019;29-05-2019 0:00;2019;5;Chiguayante;24-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1122;34 Concepción;NULL;30-05-2019;5;2019;29-05-2019 0:00;2019;5;Concepción;06-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1123;34 Concepción;CER1123, ;04-06-2019;6;2019;01-06-2019 0:00;2019;6;Talcahuano;16-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1124;34 Concepción;CER1124, ;07-06-2019;6;2019;05-06-2019 0:00;2019;6;Concepción;19-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1125;34 Concepción;CER1125, ;10-06-2019;6;2019;09-06-2019 0:00;2019;6;San Pedro de la Paz;10-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1126;34 Concepción;CER1126, ;13-06-2019;6;2019;02-06-2019 0:00;2019;6;Hualpén;20-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1127;34 Concepción;CER1127, ;21-06-2019;6;2019;12-06-2019 0:00;2019;6;Talcahuano;27-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1128;34 Concepción;CER1128, CER1128, ;24-06-2019;6;2019;02-06-2019 0:00;2019;6;Lota;24-06-2019;2019;6;VIII Región del Bío Bío;2019
CER1129;34 Concepción;CER1129, CER1129, ;04-07-2019;7;2019;04-07-2019 0:00;2019;7;Concepción;11-07-2019;2019;7;VIII Región del Bío Bío;2019
CER1130;34 Concepción;CER1130, ;06-07-2019;7;2019;29-06-2019 0:00;2019;6;Lota;08-07-2019;2019;7;VIII Región del Bío Bío;2019
CER1131;34 Concepción;NULL;06-07-2019;7;2019;02-06-2019 0:00;2019;6;Concepción;14-07-2019;2019;7;VIII Región del Bío Bío;2019
CER1132;34 Concepción;NULL;09-07-2019;7;2019;06-07-2019 0:00;2019;7;Concepción;17-07-2019;2019;7;VIII Región del Bío Bío;2019
CER1133;34 Concepción;NULL;09-07-2019;7;2019;07-07-2019 0:00;2019;7;Santa Juana;17-07-2019;2019;7;VIII Región del Bío Bío;2019
CER1134;34 Concepción;NULL;19-07-2019;7;2019;16-07-2019 0:00;2019;7;Concepción;08-08-2019;2019;8;VIII Región del Bío Bío;2019
CER1135;34 Concepción;CER1135, CER1135, CER1135, CER1135, ;22-07-2019;7;2019;21-07-2019 0:00;2019;7;Concepción;03-08-2019;2019;8;VIII Región del Bío Bío;2019
CER1136;34 Concepción;CER1136, CER1136, CER1136, ;22-07-2019;7;2019;19-07-2019 0:00;2019;7;Tirua;22-07-2019;2019;7;VIII Región del Bío Bío;2019
CER1137;34 Concepción;NULL;26-07-2019;7;2019;24-07-2019 0:00;2019;7;Talcahuano;03-08-2019;2019;8;VIII Región del Bío Bío;2019
CER1138;34 Concepción;NULL;31-07-2019;7;2019;29-07-2019 0:00;2019;7;Hualpén;23-08-2019;2019;8;VIII Región del Bío Bío;2019
CER1139;34 Concepción;CER1139, CER1139, ;05-08-2019;8;2019;02-08-2019 0:00;2019;8;San Pedro de la Paz;09-08-2019;2019;8;VIII Región del Bío Bío;2019
CER1140;34 Concepción;NULL;06-08-2019;8;2019;02-08-2019 0:00;2019;8;Tomé;23-08-2019;2019;8;VIII Región del Bío Bío;2019
CER1141;34 Concepción;CER1141, ;06-08-2019;8;2019;05-08-2019 0:00;2019;8;Talcahuano;07-08-2019;2019;8;VIII Región del Bío Bío;2019
CER1142;34 Concepción;CER1142, CER1142, CER1142, ;19-08-2019;8;2019;16-08-2019 0:00;2019;8;Concepción;23-08-2019;2019;8;VIII Región del Bío Bío;2019
CER1143;34 Concepción;NULL;02-09-2019;9;2019;02-08-2019 0:00;2019;8;Penco;09-09-2019;2019;9;VIII Región del Bío Bío;2019
CER1144;34 Concepción;NULL;04-09-2019;9;2019;01-09-2019 0:00;2019;9;Concepción;03-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1145;34 Concepción;CER1145, ;04-09-2019;9;2019;02-09-2019 0:00;2019;9;Concepción;16-09-2019;2019;9;VIII Región del Bío Bío;2019
CER1146;34 Concepción;CER1146, ;05-09-2019;9;2019;02-09-2019 0:00;2019;9;Talcahuano;09-09-2019;2019;9;VIII Región del Bío Bío;2019
CER1147;34 Concepción;NULL;12-09-2019;9;2019;11-09-2019 0:00;2019;9;San Pedro de la Paz;20-09-2019;2019;9;VIII Región del Bío Bío;2019
CER1148;34 Concepción;NULL;12-09-2019;9;2019;11-09-2019 0:00;2019;9;Penco;20-09-2019;2019;9;VIII Región del Bío Bío;2019
CER1149;34 Concepción;NULL;13-09-2019;9;2019;12-09-2019 0:00;2019;9;Concepción;21-09-2019;2019;9;VIII Región del Bío Bío;2019
CER1150;34 Concepción;CER1150, ;13-09-2019;9;2019;11-09-2019 0:00;2019;9;San Pedro de la Paz;23-09-2019;2019;9;VIII Región del Bío Bío;2019
CER1151;34 Concepción;NULL;23-09-2019;9;2019;20-09-2019 0:00;2019;9;Chiguayante;01-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1152;34 Concepción;NULL;23-09-2019;9;2019;19-09-2019 0:00;2019;9;San Pedro de la Paz;01-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1153;34 Concepción;NULL;23-09-2019;9;2019;19-09-2019 0:00;2019;9;San Pedro de la Paz;01-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1154;34 Concepción;NULL;27-09-2019;9;2019;26-09-2019 0:00;2019;9;Curanilahue;05-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1155;34 Concepción;CER1155, ;27-09-2019;9;2019;26-09-2019 0:00;2019;9;Coronel;30-09-2019;2019;9;VIII Región del Bío Bío;2019
CER1156;34 Concepción;CER1156, ;02-10-2019;10;2019;01-10-2019 0:00;2019;10;San Pedro de la Paz;04-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1157;34 Concepción;CER1157, ;02-10-2019;10;2019;30-09-2019 0:00;2019;9;Concepción;04-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1158;34 Concepción;NULL;11-10-2019;10;2019;10-10-2019 0:00;2019;10;Concepción;19-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1159;34 Concepción;NULL;17-10-2019;10;2019;16-10-2019 0:00;2019;10;Concepción;25-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1160;34 Concepción;CER1160, CER1160, ;23-10-2019;10;2019;22-10-2019 0:00;2019;10;San Pedro de la Paz;23-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1161;34 Concepción;NULL;24-10-2019;10;2019;21-10-2019 0:00;2019;10;Talcahuano;30-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1162;34 Concepción;NULL;24-10-2019;10;2019;22-10-2019 0:00;2019;10;Concepción;30-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1163;34 Concepción;NULL;24-10-2019;10;2019;22-10-2019 0:00;2019;10;Concepción;30-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1164;34 Concepción;NULL;24-10-2019;10;2019;23-10-2019 0:00;2019;10;Chiguayante;30-10-2019;2019;10;VIII Región del Bío Bío;2019
CER1165;34 Concepción;NULL;30-10-2019;10;2019;24-10-2019 0:00;2019;10;Curanilahue;07-11-2019;2019;11;VIII Región del Bío Bío;2019
CER1166;34 Concepción;NULL;28-11-2019;11;2019;26-11-2019 0:00;2019;11;Concepción;06-12-2019;2019;12;VIII Región del Bío Bío;2019
CER1167;34 Concepción;NULL;28-11-2019;11;2019;26-11-2019 0:00;2019;11;Concepción;06-12-2019;2019;12;VIII Región del Bío Bío;2019
CER1168;34 Concepción;NULL;02-12-2019;12;2019;02-11-2019 0:00;2019;11;Concepción;10-12-2019;2019;12;VIII Región del Bío Bío;2019
CER1169;34 Concepción;NULL;12-12-2019;12;2019;08-12-2019 0:00;2019;12;San Pedro de la Paz;27-01-2020;2020;1;VIII Región del Bío Bío;2019
CER1170;34 Concepción;NULL;13-12-2019;12;2019;12-12-2019 0:00;2019;12;Concepción;27-01-2020;2020;1;VIII Región del Bío Bío;2019
CER1171;34 Concepción;NULL;19-12-2019;12;2019;18-12-2019 0:00;2019;12;Concepción;27-01-2020;2020;1;VIII Región del Bío Bío;2019
CER1172;34 Concepción;NULL;19-12-2019;12;2019;18-12-2019 0:00;2019;12;Talcahuano;27-01-2020;2020;1;VIII Región del Bío Bío;2019
CER1173;34 Concepción;NULL;26-12-2019;12;2019;25-12-2019 0:00;2019;12;Talcahuano;03-01-2020;2020;1;VIII Región del Bío Bío;2019
CER1174;34 Concepción;NULL;26-12-2019;12;2019;25-12-2019 0:00;2019;12;Concepción;03-01-2020;2020;1;VIII Región del Bío Bío;2019
CER1175;34 Concepción;NULL;26-12-2019;12;2019;25-12-2019 0:00;2019;12;Curanilahue;03-01-2020;2020;1;VIII Región del Bío Bío;2019
CER1176;34 Concepción;NULL;27-12-2019;12;2019;26-12-2019 0:00;2019;12;Concepción;04-01-2020;2020;1;VIII Región del Bío Bío;2019
CER1177;34 Concepción;NULL;27-12-2019;12;2019;27-12-2019 0:00;2019;12;San Pedro de la Paz;04-01-2020;2020;1;VIII Región del Bío Bío;2019
CER1178;34 Concepción;NULL;23-01-2020;1;2020;13-01-2020 0:00;2020;1;Tomé;27-01-2020;2020;1;VIII Región del Bío Bío;2020
CER1179;34 Concepción;NULL;23-01-2020;1;2020;14-01-2020 0:00;2020;1;San Pedro de la Paz;27-01-2020;2020;1;VIII Región del Bío Bío;2020
CER1180;34 Concepción;NULL;23-01-2020;1;2020;18-01-2020 0:00;2020;1;Coronel;27-01-2020;2020;1;VIII Región del Bío Bío;2020
CER1181;34 Concepción;NULL;23-01-2020;1;2020;20-01-2020 0:00;2020;1;Coronel;27-01-2020;2020;1;VIII Región del Bío Bío;2020
CER1182;34 Concepción;NULL;23-01-2020;1;2020;12-01-2020 0:00;2020;1;Concepción;31-01-2020;2020;1;VIII Región del Bío Bío;2020
CER1183;34 Concepción;NULL;24-01-2020;1;2020;22-01-2020 0:00;2020;1;Lota;01-02-2020;2020;2;VIII Región del Bío Bío;2020
CER1184;34 Concepción;NULL;30-01-2020;1;2020;29-01-2020 0:00;2020;1;Tirua;31-03-2020;2020;3;VIII Región del Bío Bío;2020
CER1185;34 Concepción;NULL;31-01-2020;1;2020;30-01-2020 0:00;2020;1;Concepción;08-02-2020;2020;2;VIII Región del Bío Bío;2020
CER1186;34 Concepción;NULL;10-02-2020;2;2020;09-02-2020 0:00;2020;2;Curanilahue;18-02-2020;2020;2;VIII Región del Bío Bío;2020
CER1187;34 Concepción;NULL;11-02-2020;2;2020;09-02-2020 0:00;2020;2;Concepción;19-02-2020;2020;2;VIII Región del Bío Bío;2020
CER1188;34 Concepción;NULL;28-02-2020;2;2020;26-02-2020 0:00;2020;2;Talcahuano;07-03-2020;2020;3;VIII Región del Bío Bío;2020
CER1189;34 Concepción;CER1189, CER1189, CER1189, ;02-03-2020;3;2020;28-02-2020 0:00;2020;2;Concepción;14-03-2020;2020;3;VIII Región del Bío Bío;2020
CER1190;34 Concepción;CER1190, ;04-03-2020;3;2020;04-03-2020 0:00;2020;3;San Pedro de la Paz;06-03-2020;2020;3;VIII Región del Bío Bío;2020
CER1191;34 Concepción;NULL;05-03-2020;3;2020;03-03-2020 0:00;2020;3;Coronel;31-03-2020;2020;3;VIII Región del Bío Bío;2020
CER1192;34 Concepción;NULL;09-03-2020;3;2020;06-03-2020 0:00;2020;3;Concepción;17-03-2020;2020;3;VIII Región del Bío Bío;2020
CER1193;34 Concepción;NULL;09-03-2020;3;2020;08-03-2020 0:00;2020;3;Los Alamos;17-03-2020;2020;3;VIII Región del Bío Bío;2020
CER1194;34 Concepción;NULL;10-03-2020;3;2020;09-03-2020 0:00;2020;3;Concepción;18-03-2020;2020;3;VIII Región del Bío Bío;2020
CER1195;34 Concepción;CER1195, ;12-03-2020;3;2020;12-03-2020 0:00;2020;3;Coronel;13-03-2020;2020;3;VIII Región del Bío Bío;2020
CER1196;34 Concepción;NULL;16-03-2020;3;2020;14-03-2020 0:00;2020;3;San Pedro de la Paz;30-04-2020;2020;4;VIII Región del Bío Bío;2020
CER1197;34 Concepción;NULL;20-03-2020;3;2020;17-03-2020 0:00;2020;3;San Pedro de la Paz;28-03-2020;2020;3;VIII Región del Bío Bío;2020
CER1198;34 Concepción;NULL;03-04-2020;4;2020;01-04-2020 0:00;2020;4;Hualpén;14-04-2020;2020;4;VIII Región del Bío Bío;2020
CER1199;34 Concepción;NULL;09-04-2020;4;2020;07-04-2020 0:00;2020;4;Concepción;17-04-2020;2020;4;VIII Región del Bío Bío;2020
CER1200;34 Concepción;NULL;13-04-2020;4;2020;10-04-2020 0:00;2020;4;Curanilahue;21-04-2020;2020;4;VIII Región del Bío Bío;2020
CER1201;34 Concepción;NULL;20-04-2020;4;2020;08-04-2020 0:00;2020;4;Concepción;28-04-2020;2020;4;VIII Región del Bío Bío;2020
CER1202;34 Concepción;CER1202, CER1202, ;20-04-2020;4;2020;16-04-2020 0:00;2020;4;San Pedro de la Paz;21-04-2020;2020;4;VIII Región del Bío Bío;2020
CER1203;34 Concepción;CER1203, CER1203, ;23-04-2020;4;2020;22-04-2020 0:00;2020;4;San Pedro de la Paz;30-04-2020;2020;4;VIII Región del Bío Bío;2020
CER1204;34 Concepción;NULL;27-04-2020;4;2020;26-04-2020 0:00;2020;4;Coronel;05-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1205;34 Concepción;NULL;28-04-2020;4;2020;27-04-2020 0:00;2020;4;Concepción;06-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1206;34 Concepción;NULL;04-05-2020;5;2020;30-04-2020 0:00;2020;4;Chiguayante;05-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1207;34 Concepción;NULL;05-05-2020;5;2020;02-05-2020 0:00;2020;5;Concepción;11-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1208;34 Concepción;CER1208, CER1208, ;07-05-2020;5;2020;05-05-2020 0:00;2020;5;San Pedro de la Paz;18-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1209;34 Concepción;CER1209, ;08-05-2020;5;2020;08-05-2020 0:00;2020;5;Hualqui;15-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1210;34 Concepción;CER1210, ;11-05-2020;5;2020;09-05-2020 0:00;2020;5;Lota;13-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1211;34 Concepción;NULL;11-05-2020;5;2020;10-05-2020 0:00;2020;5;Hualpén;18-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1212;34 Concepción;CER1212, ;11-05-2020;5;2020;10-05-2020 0:00;2020;5;San Pedro de la Paz;13-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1213;34 Concepción;NULL;13-05-2020;5;2020;12-05-2020 0:00;2020;5;San Pedro de la Paz;19-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1214;34 Concepción;NULL;18-05-2020;5;2020;14-05-2020 0:00;2020;5;San Pedro de la Paz;26-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1215;34 Concepción;CER1215, ;22-05-2020;5;2020;17-05-2020 0:00;2020;5;Penco;22-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1216;34 Concepción;NULL;25-05-2020;5;2020;25-05-2020 0:00;2020;5;Concepción;02-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1217;34 Concepción;CER1217, ;25-05-2020;5;2020;20-05-2020 0:00;2020;5;Coronel;27-05-2020;2020;5;VIII Región del Bío Bío;2020
CER1218;34 Concepción;NULL;26-05-2020;5;2020;24-05-2020 0:00;2020;5;Talcahuano;15-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1219;34 Concepción;NULL;28-05-2020;5;2020;24-05-2020 0:00;2020;5;San Pedro de la Paz;02-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1220;34 Concepción;NULL;01-06-2020;6;2020;31-05-2020 0:00;2020;5;Talcahuano;05-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1221;34 Concepción;NULL;01-06-2020;6;2020;30-05-2020 0:00;2020;5;San Pedro de la Paz;09-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1222;34 Concepción;CER1222, CER1222, ;08-06-2020;6;2020;06-06-2020 0:00;2020;6;Coronel;11-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1223;34 Concepción;NULL;08-06-2020;6;2020;05-06-2020 0:00;2020;6;Penco;10-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1224;34 Concepción;CER1224, CER1224, ;11-06-2020;6;2020;09-06-2020 0:00;2020;6;Concepción;19-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1225;34 Concepción;NULL;15-06-2020;6;2020;13-06-2020 0:00;2020;6;Curanilahue;16-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1226;34 Concepción;NULL;19-06-2020;6;2020;18-06-2020 0:00;2020;6;Concepción;22-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1227;34 Concepción;NULL;19-06-2020;6;2020;18-06-2020 0:00;2020;6;Concepción;27-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1228;34 Concepción;NULL;22-06-2020;6;2020;20-06-2020 0:00;2020;6;Coronel;30-06-2020;2020;6;VIII Región del Bío Bío;2020
CER1229;34 Concepción;CER1229, ;23-06-2020;6;2020;21-06-2020 0:00;2020;6;Coronel;03-07-2020;2020;7;VIII Región del Bío Bío;2020
CER1230;34 Concepción;NULL;25-06-2020;6;2020;23-06-2020 0:00;2020;6;San Pedro de la Paz;03-07-2020;2020;7;VIII Región del Bío Bío;2020
CER1231;34 Concepción;CER1231, ;01-07-2020;7;2020;27-06-2020 0:00;2020;6;Arauco;03-07-2020;2020;7;VIII Región del Bío Bío;2020
CER1232;34 Concepción;CER1232, ;06-07-2020;7;2020;04-07-2020 0:00;2020;7;Lota;15-07-2020;2020;7;VIII Región del Bío Bío;2020
CER1233;34 Concepción;NULL;06-07-2020;7;2020;05-07-2020 0:00;2020;7;Chiguayante;13-07-2020;2020;7;VIII Región del Bío Bío;2020
