Nº de Caso;CAVD;Expedientes;Fecha Ingreso;Mes Ingreso;Año Ingreso;Fecha de Delito;Año de Delito;Mes de Delito;Comuna Delito;Fecha de Finalización;Año de Finalización;Mes de Finalización;Región Delito;Año Reporte
CRM4582;99 RM - CCP;CRM4582, ;09-07-2021;7;2021;08-07-2021 0:00;2021;7;Santiago;15-07-2021;2021;7;RM Región Metropolitana;2021
CRM4583;99 RM - CCP;NULL;09-07-2021;7;2021;08-07-2021 0:00;2021;7;La Florida;20-07-2021;2021;7;RM Región Metropolitana;2021
CRM4584;99 RM - CCP;NULL;09-07-2021;7;2021;07-07-2021 0:00;2021;7;Conchalí;15-07-2021;2021;7;RM Región Metropolitana;2021
CRM4585;99 RM - CCP;NULL;09-07-2021;7;2021;08-07-2021 0:00;2021;7;Vitacura;14-07-2021;2021;7;RM Región Metropolitana;2021
CRM4586;99 RM - CCP;CRM4586, ;09-07-2021;7;2021;07-07-2021 0:00;2021;7;Independencia;12-07-2021;2021;7;RM Región Metropolitana;2021
CRM4587;99 RM - CCP;CRM4587, ;10-07-2021;7;2021;10-07-2021 0:00;2021;7;Santiago;22-07-2021;2021;7;RM Región Metropolitana;2021
CRM4588;99 RM - CCP;CRM4588, ;11-07-2021;7;2021;10-07-2021 0:00;2021;7;Santiago;11-07-2021;2021;7;RM Región Metropolitana;2021
CRM4589;99 RM - CCP;CRM4589, CRM4589, ;12-07-2021;7;2021;11-07-2021 0:00;2021;7;Ñuñoa;15-07-2021;2021;7;RM Región Metropolitana;2021
CRM4590;99 RM - CCP;NULL;12-07-2021;7;2021;03-07-2021 0:00;2021;7;Lo Prado;13-07-2021;2021;7;RM Región Metropolitana;2021
CRM4591;99 RM - CCP;CRM4591, ;12-07-2021;7;2021;11-07-2021 0:00;2021;7;San José de Maipo;19-07-2021;2021;7;RM Región Metropolitana;2021
CRM4592;99 RM - CCP;CRM4592, CRM4592, ;12-07-2021;7;2021;09-07-2021 0:00;2021;7;Cerro Navia;15-07-2021;2021;7;RM Región Metropolitana;2021
CRM4593;99 RM - CCP;CRM4593, CRM4593, CRM4593, ;12-07-2021;7;2021;12-07-2021 0:00;2021;7;Pudahuel;15-07-2021;2021;7;RM Región Metropolitana;2021
CRM4594;99 RM - CCP;NULL;14-07-2021;7;2021;11-07-2021 0:00;2021;7;Pudahuel;14-07-2021;2021;7;RM Región Metropolitana;2021
CRM4595;99 RM - CCP;NULL;14-07-2021;7;2021;13-07-2021 0:00;2021;7;La Pintana;14-07-2021;2021;7;RM Región Metropolitana;2021
CRM4596;99 RM - CCP;CRM4596, ;14-07-2021;7;2021;13-07-2021 0:00;2021;7;María Pinto;20-07-2021;2021;7;RM Región Metropolitana;2021
CRM4597;99 RM - CCP;CRM4597, ;15-07-2021;7;2021;14-07-2021 0:00;2021;7;La Pintana;15-07-2021;2021;7;RM Región Metropolitana;2021
CRM4598;99 RM - CCP;NULL;15-07-2021;7;2021;13-07-2021 0:00;2021;7;Maipú;15-07-2021;2021;7;RM Región Metropolitana;2021
CRM4599;99 RM - CCP;CRM4599, CRM4599, ;15-07-2021;7;2021;13-07-2021 0:00;2021;7;Maipú;15-07-2021;2021;7;RM Región Metropolitana;2021
CRM4600;99 RM - CCP;CRM4600, ;15-07-2021;7;2021;15-07-2021 0:00;2021;7;Ñuñoa;20-07-2021;2021;7;RM Región Metropolitana;2021
CRM4601;99 RM - CCP;NULL;15-07-2021;7;2021;14-07-2021 0:00;2021;7;Ñuñoa;22-07-2021;2021;7;RM Región Metropolitana;2021
CRM4602;99 RM - CCP;CRM4602, ;15-07-2021;7;2021;14-07-2021 0:00;2021;7;La Cisterna;15-07-2021;2021;7;RM Región Metropolitana;2021
CRM4603;99 RM - CCP;CRM4603, CRM4603, ;16-07-2021;7;2021;15-07-2021 0:00;2021;7;Vitacura;22-07-2021;2021;7;RM Región Metropolitana;2021
CRM4604;99 RM - CCP;CRM4604, ;18-07-2021;7;2021;17-07-2021 0:00;2021;7;La Florida;18-07-2021;2021;7;RM Región Metropolitana;2021
CRM4605;99 RM - CCP;CRM4605, ;18-07-2021;7;2021;16-07-2021 0:00;2021;7;Puente Alto;20-07-2021;2021;7;RM Región Metropolitana;2021
CRM4606;99 RM - CCP;NULL;19-07-2021;7;2021;18-07-2021 0:00;2021;7;Lo Barnechea;27-07-2021;2021;7;RM Región Metropolitana;2021
CRM4607;99 RM - CCP;CRM4607, ;19-07-2021;7;2021;15-07-2021 0:00;2021;7;Puente Alto;19-07-2021;2021;7;RM Región Metropolitana;2021
CRM4608;99 RM - CCP;CRM4608, ;20-07-2021;7;2021;19-07-2021 0:00;2021;7;Independencia;21-07-2021;2021;7;RM Región Metropolitana;2021
CRM4609;99 RM - CCP;NULL;21-07-2021;7;2021;20-07-2021 0:00;2021;7;La Reina;29-07-2021;2021;7;RM Región Metropolitana;2021
CRM4610;99 RM - CCP;NULL;22-07-2021;7;2021;20-07-2021 0:00;2021;7;Santiago;30-07-2021;2021;7;RM Región Metropolitana;2021
CRM4611;99 RM - CCP;CRM4611, ;22-07-2021;7;2021;21-07-2021 0:00;2021;7;San Bernardo;03-08-2021;2021;8;RM Región Metropolitana;2021
CRM4612;99 RM - CCP;CRM4612, CRM4612, ;25-07-2021;7;2021;24-07-2021 0:00;2021;7;Maipú;30-07-2021;2021;7;RM Región Metropolitana;2021
CRM4613;99 RM - CCP;NULL;26-07-2021;7;2021;22-07-2021 0:00;2021;7;Santiago;03-08-2021;2021;8;RM Región Metropolitana;2021
CRM4614;99 RM - CCP;CRM4614, CRM4614, ;26-07-2021;7;2021;25-07-2021 0:00;2021;7;La Florida;02-08-2021;2021;8;RM Región Metropolitana;2021
CRM4615;99 RM - CCP;NULL;26-07-2021;7;2021;18-07-2021 0:00;2021;7;Santiago;03-08-2021;2021;8;RM Región Metropolitana;2021
CRM4616;99 RM - CCP;CRM4616, CRM4616, ;26-07-2021;7;2021;22-07-2021 0:00;2021;7;Ñuñoa;28-07-2021;2021;7;RM Región Metropolitana;2021
CRM4617;99 RM - CCP;NULL;28-07-2021;7;2021;27-07-2021 0:00;2021;7;Vitacura;04-08-2021;2021;8;RM Región Metropolitana;2021
CRM4618;99 RM - CCP;CRM4618, CRM4618, CRM4618, ;28-07-2021;7;2021;25-07-2021 0:00;2021;7;San Miguel;05-08-2021;2021;8;RM Región Metropolitana;2021
CRM4619;99 RM - CCP;NULL;28-07-2021;7;2021;27-07-2021 0:00;2021;7;Vitacura;04-08-2021;2021;8;RM Región Metropolitana;2021
CRM4620;99 RM - CCP;NULL;29-07-2021;7;2021;28-07-2021 0:00;2021;7;Melipilla;09-08-2021;2021;8;RM Región Metropolitana;2021
CRM4621;99 RM - CCP;CRM4621, CRM4621, ;30-07-2021;7;2021;26-07-2021 0:00;2021;7;Maipú;03-08-2021;2021;8;RM Región Metropolitana;2021
CRM4622;99 RM - CCP;NULL;30-07-2021;7;2021;25-07-2021 0:00;2021;7;Cerrillos;07-08-2021;2021;8;RM Región Metropolitana;2021
CRM4623;99 RM - CCP;CRM4623, ;01-08-2021;8;2021;31-07-2021 0:00;2021;7;Estación Central;03-08-2021;2021;8;RM Región Metropolitana;2021
CRM4624;99 RM - CCP;NULL;01-08-2021;8;2021;31-07-2021 0:00;2021;7;Santiago;09-08-2021;2021;8;RM Región Metropolitana;2021
CRM4625;99 RM - CCP;CRM4625, CRM4625, ;02-08-2021;8;2021;30-05-2021 0:00;2021;5;Lo Espejo;11-08-2021;2021;8;RM Región Metropolitana;2021
CRM4626;99 RM - CCP;CRM4626, ;02-08-2021;8;2021;25-07-2021 0:00;2021;7;Maipú;02-08-2021;2021;8;RM Región Metropolitana;2021
CRM4627;99 RM - CCP;CRM4627, CRM4627, CRM4627, ;03-08-2021;8;2021;01-08-2021 0:00;2021;8;Santiago;05-08-2021;2021;8;RM Región Metropolitana;2021
CRM4628;99 RM - CCP;CRM4628, CRM4628, ;03-08-2021;8;2021;02-08-2021 0:00;2021;8;San Ramón;09-08-2021;2021;8;RM Región Metropolitana;2021
CRM4629;99 RM - CCP;CRM4629, CRM4629, CRM4629, ;04-08-2021;8;2021;02-08-2021 0:00;2021;8;Santiago;13-08-2021;2021;8;RM Región Metropolitana;2021
CRM4630;99 RM - CCP;CRM4630, ;04-08-2021;8;2021;03-08-2021 0:00;2021;8;Recoleta;09-08-2021;2021;8;RM Región Metropolitana;2021
CRM4631;99 RM - CCP;CRM4631, ;05-08-2021;8;2021;30-06-2021 0:00;2021;6;Quinta Normal;10-08-2021;2021;8;RM Región Metropolitana;2021
CRM4632;99 RM - CCP;CRM4632, CRM4632, CRM4632, CRM4632, ;05-08-2021;8;2021;04-08-2021 0:00;2021;8;Santiago;09-08-2021;2021;8;RM Región Metropolitana;2021
CRM4633;99 RM - CCP;CRM4633, CRM4633, ;05-08-2021;8;2021;05-08-2021 0:00;2021;8;Las Condes;12-08-2021;2021;8;RM Región Metropolitana;2021
CRM4634;99 RM - CCP;CRM4634, ;06-08-2021;8;2021;05-08-2021 0:00;2021;8;San Bernardo;11-08-2021;2021;8;RM Región Metropolitana;2021
CRM4635;99 RM - CCP;NULL;07-08-2021;8;2021;07-08-2021 0:00;2021;8;San Bernardo;15-08-2021;2021;8;RM Región Metropolitana;2021
CRM4636;99 RM - CCP;NULL;08-08-2021;8;2021;07-08-2021 0:00;2021;8;Maipú;09-08-2021;2021;8;RM Región Metropolitana;2021
CRM4637;99 RM - CCP;NULL;08-08-2021;8;2021;08-08-2021 0:00;2021;8;Puente Alto;13-08-2021;2021;8;RM Región Metropolitana;2021
CRM4638;99 RM - CCP;NULL;08-08-2021;8;2021;08-08-2021 0:00;2021;8;Lampa;16-08-2021;2021;8;RM Región Metropolitana;2021
CRM4639;99 RM - CCP;CRM4639, CRM4639, ;09-08-2021;8;2021;04-08-2021 0:00;2021;8;Conchalí;09-08-2021;2021;8;RM Región Metropolitana;2021
CRM4640;99 RM - CCP;CRM4640, ;09-08-2021;8;2021;03-08-2021 0:00;2021;8;Vitacura;09-08-2021;2021;8;RM Región Metropolitana;2021
CRM4641;99 RM - CCP;CRM4641, CRM4641, ;09-08-2021;8;2021;05-08-2021 0:00;2021;8;Lampa;09-08-2021;2021;8;RM Región Metropolitana;2021
CRM4642;99 RM - CCP;NULL;10-08-2021;8;2021;08-08-2021 0:00;2021;8;Las Condes;11-08-2021;2021;8;RM Región Metropolitana;2021
CRM4643;99 RM - CCP;CRM4643, ;10-08-2021;8;2021;10-08-2021 0:00;2021;8;San Bernardo;12-08-2021;2021;8;RM Región Metropolitana;2021
CRM4644;99 RM - CCP;CRM4644, CRM4644, CRM4644, CRM4644, CRM4644, CRM4644, ;11-08-2021;8;2021;09-08-2021 0:00;2021;8;Cerro Navia;17-08-2021;2021;8;RM Región Metropolitana;2021
CRM4645;99 RM - CCP;CRM4645, CRM4645, CRM4645, CRM4645, ;12-08-2021;8;2021;09-08-2021 0:00;2021;8;La Granja;16-08-2021;2021;8;RM Región Metropolitana;2021
CRM4646;99 RM - CCP;CRM4646, CRM4646, CRM4646, ;12-08-2021;8;2021;09-08-2021 0:00;2021;8;Puente Alto;12-08-2021;2021;8;RM Región Metropolitana;2021
CRM4647;99 RM - CCP;CRM4647, CRM4647, CRM4647, ;12-08-2021;8;2021;10-08-2021 0:00;2021;8;Puente Alto;12-08-2021;2021;8;RM Región Metropolitana;2021
CRM4648;99 RM - CCP;NULL;12-08-2021;8;2021;11-08-2021 0:00;2021;8;Maipú;12-08-2021;2021;8;RM Región Metropolitana;2021
CRM4649;99 RM - CCP;CRM4649, ;13-08-2021;8;2021;12-08-2021 0:00;2021;8;La Granja;17-08-2021;2021;8;RM Región Metropolitana;2021
CRM4650;99 RM - CCP;NULL;15-08-2021;8;2021;15-08-2021 0:00;2021;8;Providencia;16-08-2021;2021;8;RM Región Metropolitana;2021
CRM4651;99 RM - CCP;CRM4651, CRM4651, ;16-08-2021;8;2021;15-08-2021 0:00;2021;8;Peñalolén;16-08-2021;2021;8;RM Región Metropolitana;2021
CRM4652;99 RM - CCP;CRM4652, CRM4652, ;17-08-2021;8;2021;15-08-2021 0:00;2021;8;Maipú;17-08-2021;2021;8;RM Región Metropolitana;2021
CRM4653;99 RM - CCP;NULL;17-08-2021;8;2021;10-08-2021 0:00;2021;8;Recoleta;17-08-2021;2021;8;RM Región Metropolitana;2021
CRM4654;99 RM - CCP;NULL;17-08-2021;8;2021;07-08-2021 0:00;2021;8;Santiago;24-08-2021;2021;8;RM Región Metropolitana;2021
CRM4655;99 RM - CCP;CRM4655, CRM4655, ;17-08-2021;8;2021;15-08-2021 0:00;2021;8;Recoleta;18-08-2021;2021;8;RM Región Metropolitana;2021
CRM4656;99 RM - CCP;CRM4656, CRM4656, CRM4656, CRM4656, CRM4656, ;18-08-2021;8;2021;18-08-2021 0:00;2021;8;Lampa;26-08-2021;2021;8;RM Región Metropolitana;2021
CRM4657;99 RM - CCP;CRM4657, ;18-08-2021;8;2021;17-08-2021 0:00;2021;8;Maipú;20-08-2021;2021;8;RM Región Metropolitana;2021
CRM4658;99 RM - CCP;CRM4658, ;19-08-2021;8;2021;18-08-2021 0:00;2021;8;Estación Central;19-08-2021;2021;8;RM Región Metropolitana;2021
CRM4659;99 RM - CCP;NULL;19-08-2021;8;2021;17-08-2021 0:00;2021;8;Puente Alto;27-08-2021;2021;8;RM Región Metropolitana;2021
CRM4660;99 RM - CCP;CRM4660, CRM4660, ;19-08-2021;8;2021;18-08-2021 0:00;2021;8;Puente Alto;19-08-2021;2021;8;RM Región Metropolitana;2021
CRM4661;99 RM - CCP;CRM4661, CRM4661, ;20-08-2021;8;2021;19-08-2021 0:00;2021;8;Maipú;25-08-2021;2021;8;RM Región Metropolitana;2021
CRM4662;99 RM - CCP;NULL;22-08-2021;8;2021;20-08-2021 0:00;2021;8;Macul;23-08-2021;2021;8;RM Región Metropolitana;2021
CRM4663;99 RM - CCP;NULL;22-08-2021;8;2021;21-08-2021 0:00;2021;8;Melipilla;24-08-2021;2021;8;RM Región Metropolitana;2021
CRM4664;99 RM - CCP;CRM4664, CRM4664, ;22-08-2021;8;2021;20-08-2021 0:00;2021;8;Providencia;23-08-2021;2021;8;RM Región Metropolitana;2021
CRM4665;99 RM - CCP;NULL;23-08-2021;8;2021;23-08-2021 0:00;2021;8;Cerrillos;23-08-2021;2021;8;RM Región Metropolitana;2021
CRM4666;99 RM - CCP;NULL;23-08-2021;8;2021;21-08-2021 0:00;2021;8;Estación Central;24-08-2021;2021;8;RM Región Metropolitana;2021
CRM4667;99 RM - CCP;CRM4667, ;24-08-2021;8;2021;22-08-2021 0:00;2021;8;San Ramón;26-08-2021;2021;8;RM Región Metropolitana;2021
CRM4668;99 RM - CCP;CRM4668, CRM4668, CRM4668, ;24-08-2021;8;2021;23-08-2021 0:00;2021;8;Estación Central;08-09-2021;2021;9;RM Región Metropolitana;2021
CRM4669;99 RM - CCP;CRM4669, CRM4669, ;24-08-2021;8;2021;19-08-2021 0:00;2021;8;Independencia;24-08-2021;2021;8;RM Región Metropolitana;2021
CRM4670;99 RM - CCP;NULL;24-08-2021;8;2021;23-08-2021 0:00;2021;8;Lo Espejo;01-09-2021;2021;9;RM Región Metropolitana;2021
CRM4671;99 RM - CCP;CRM4671, ;24-08-2021;8;2021;23-08-2021 0:00;2021;8;Independencia;01-09-2021;2021;9;RM Región Metropolitana;2021
CRM4672;99 RM - CCP;CRM4672, CRM4672, ;24-08-2021;8;2021;20-08-2021 0:00;2021;8;Lampa;07-09-2021;2021;9;RM Región Metropolitana;2021
CRM4673;99 RM - CCP;CRM4673, ;25-08-2021;8;2021;25-08-2021 0:00;2021;8;Estación Central;27-08-2021;2021;8;RM Región Metropolitana;2021
CRM4674;99 RM - CCP;CRM4674, ;25-08-2021;8;2021;23-08-2021 0:00;2021;8;Recoleta;07-09-2021;2021;9;RM Región Metropolitana;2021
CRM4675;99 RM - CCP;CRM4675, ;25-08-2021;8;2021;20-08-2021 0:00;2021;8;San Bernardo;26-08-2021;2021;8;RM Región Metropolitana;2021
CRM4676;99 RM - CCP;CRM4676, CRM4676, CRM4676, ;26-08-2021;8;2021;26-08-2021 0:00;2021;8;La Florida;30-08-2021;2021;8;RM Región Metropolitana;2021
CRM4677;99 RM - CCP;CRM4677, ;26-08-2021;8;2021;23-08-2021 0:00;2021;8;Renca;30-08-2021;2021;8;RM Región Metropolitana;2021
CRM4678;99 RM - CCP;NULL;26-08-2021;8;2021;24-08-2021 0:00;2021;8;Las Condes;30-08-2021;2021;8;RM Región Metropolitana;2021
CRM4679;99 RM - CCP;NULL;27-08-2021;8;2021;25-08-2021 0:00;2021;8;Puente Alto;30-08-2021;2021;8;RM Región Metropolitana;2021
CRM4680;99 RM - CCP;CRM4680, ;27-08-2021;8;2021;23-08-2021 0:00;2021;8;Renca;31-08-2021;2021;8;RM Región Metropolitana;2021
CRM4681;99 RM - CCP;CRM4681, ;27-08-2021;8;2021;23-08-2021 0:00;2021;8;Renca;31-08-2021;2021;8;RM Región Metropolitana;2021
CRM4682;99 RM - CCP;CRM4682, CRM4682, ;27-08-2021;8;2021;25-08-2021 0:00;2021;8;Santiago;30-08-2021;2021;8;RM Región Metropolitana;2021
CRM4683;99 RM - CCP;CRM4683, ;27-08-2021;8;2021;24-08-2021 0:00;2021;8;Ñuñoa;27-08-2021;2021;8;RM Región Metropolitana;2021
CRM4684;99 RM - CCP;CRM4684, ;29-08-2021;8;2021;28-08-2021 0:00;2021;8;Vitacura;30-08-2021;2021;8;RM Región Metropolitana;2021
CRM4685;99 RM - CCP;NULL;31-08-2021;8;2021;29-08-2021 0:00;2021;8;Padre Hurtado;31-08-2021;2021;8;RM Región Metropolitana;2021
CRM4686;99 RM - CCP;CRM4686, CRM4686, CRM4686, CRM4686, CRM4686, ;31-08-2021;8;2021;24-08-2021 0:00;2021;8;Lo Barnechea;13-09-2021;2021;9;RM Región Metropolitana;2021
CRM4687;99 RM - CCP;NULL;31-08-2021;8;2021;24-08-2021 0:00;2021;8;Lo Barnechea;NULL;NULL;NULL;RM Región Metropolitana;2021
CRM4688;99 RM - CCP;CRM4688, ;31-08-2021;8;2021;24-08-2021 0:00;2021;8;La Florida;31-08-2021;2021;8;RM Región Metropolitana;2021
CRM4689;99 RM - CCP;NULL;31-08-2021;8;2021;31-08-2021 0:00;2021;8;Santiago;08-09-2021;2021;9;RM Región Metropolitana;2021
CRM4690;99 RM - CCP;NULL;31-08-2021;8;2021;25-08-2021 0:00;2021;8;Cerro Navia;08-09-2021;2021;9;RM Región Metropolitana;2021
CRM4691;99 RM - CCP;CRM4691, CRM4691, CRM4691, CRM4691, ;31-08-2021;8;2021;29-08-2021 0:00;2021;8;Pudahuel;07-09-2021;2021;9;RM Región Metropolitana;2021
CRM4692;99 RM - CCP;CRM4692, ;31-08-2021;8;2021;23-08-2021 0:00;2021;8;Quinta Normal;31-08-2021;2021;8;RM Región Metropolitana;2021
CRM4693;99 RM - CCP;NULL;01-09-2021;9;2021;01-09-2021 0:00;2021;9;Lo Espejo;06-09-2021;2021;9;RM Región Metropolitana;2021
CRM4694;99 RM - CCP;NULL;02-09-2021;9;2021;01-09-2021 0:00;2021;9;San Bernardo;06-09-2021;2021;9;RM Región Metropolitana;2021
CRM4695;99 RM - CCP;CRM4695, ;02-09-2021;9;2021;01-09-2021 0:00;2021;9;La Florida;12-10-2021;2021;10;RM Región Metropolitana;2021
CRM4696;99 RM - CCP;CRM4696, CRM4696, ;03-09-2021;9;2021;01-09-2021 0:00;2021;9;Quilicura;06-09-2021;2021;9;RM Región Metropolitana;2021
CRM4697;99 RM - CCP;CRM4697, CRM4697, ;03-09-2021;9;2021;02-09-2021 0:00;2021;9;La Reina;03-09-2021;2021;9;RM Región Metropolitana;2021
CRM4698;99 RM - CCP;CRM4698, ;03-09-2021;9;2021;01-09-2021 0:00;2021;9;Talagante;03-09-2021;2021;9;RM Región Metropolitana;2021
CRM4699;99 RM - CCP;CRM4699, ;05-09-2021;9;2021;03-09-2021 1:00;2021;9;Santiago;05-09-2021;2021;9;RM Región Metropolitana;2021
CRM4700;99 RM - CCP;CRM4700, ;05-09-2021;9;2021;23-07-2021 0:00;2021;7;Puente Alto;17-09-2021;2021;9;RM Región Metropolitana;2021
CRM4701;99 RM - CCP;NULL;05-09-2021;9;2021;05-09-2021 19:00;2021;9;Pedro Aguirre Cerda;13-09-2021;2021;9;RM Región Metropolitana;2021
CRM4702;99 RM - CCP;NULL;05-09-2021;9;2021;04-09-2021 19:00;2021;9;Quilicura;13-09-2021;2021;9;RM Región Metropolitana;2021
CRM4703;99 RM - CCP;CRM4703, ;06-09-2021;9;2021;05-09-2021 1:00;2021;9;Renca;06-09-2021;2021;9;RM Región Metropolitana;2021
CRM4704;99 RM - CCP;CRM4704, CRM4704, CRM4704, ;06-09-2021;9;2021;01-09-2021 0:00;2021;9;San Miguel;06-09-2021;2021;9;RM Región Metropolitana;2021
CRM4705;99 RM - CCP;CRM4705, ;06-09-2021;9;2021;04-09-2021 0:00;2021;9;Quilicura;13-09-2021;2021;9;RM Región Metropolitana;2021
CRM4706;99 RM - CCP;NULL;06-09-2021;9;2021;04-09-2021 0:00;2021;9;El Bosque;14-09-2021;2021;9;RM Región Metropolitana;2021
CRM4707;99 RM - CCP;CRM4707, ;07-09-2021;9;2021;05-09-2021 1:00;2021;9;San Bernardo;09-09-2021;2021;9;RM Región Metropolitana;2021
CRM4708;99 RM - CCP;CRM4708, ;07-09-2021;9;2021;06-09-2021 0:00;2021;9;San Miguel;07-09-2021;2021;9;RM Región Metropolitana;2021
CRM4709;99 RM - CCP;CRM4709, CRM4709, ;07-09-2021;9;2021;06-09-2021 0:00;2021;9;San Miguel;08-09-2021;2021;9;RM Región Metropolitana;2021
CRM4710;99 RM - CCP;CRM4710, ;08-09-2021;9;2021;07-09-2021 0:00;2021;9;Pudahuel;08-09-2021;2021;9;RM Región Metropolitana;2021
CRM4711;99 RM - CCP;CRM4711, CRM4711, CRM4711, ;09-09-2021;9;2021;07-09-2021 0:00;2021;9;Curacaví;13-09-2021;2021;9;RM Región Metropolitana;2021
CRM4712;99 RM - CCP;CRM4712, CRM4712, ;09-09-2021;9;2021;08-09-2021 0:00;2021;9;San Miguel;14-09-2021;2021;9;RM Región Metropolitana;2021
CRM4713;99 RM - CCP;CRM4713, ;10-09-2021;9;2021;08-09-2021 0:00;2021;9;Padre Hurtado;10-09-2021;2021;9;RM Región Metropolitana;2021
CRM4714;99 RM - CCP;NULL;10-09-2021;9;2021;06-09-2021 0:00;2021;9;San Miguel;NULL;NULL;NULL;RM Región Metropolitana;2021
CRM4715;99 RM - CCP;CRM4715, CRM4715, CRM4715, CRM4715, ;10-09-2021;9;2021;10-09-2021 0:00;2021;9;Santiago;21-09-2021;2021;9;RM Región Metropolitana;2021
CRM4716;99 RM - CCP;NULL;10-09-2021;9;2021;03-09-2021 0:00;2021;9;Pedro Aguirre Cerda;18-09-2021;2021;9;RM Región Metropolitana;2021
CRM4717;99 RM - CCP;CRM4717, CRM4717, CRM4717, ;10-09-2021;9;2021;09-09-2021 0:00;2021;9;San Miguel;10-09-2021;2021;9;RM Región Metropolitana;2021
CRM4718;99 RM - CCP;CRM4718, CRM4718, CRM4718, ;12-09-2021;9;2021;10-09-2021 0:00;2021;9;Providencia;21-09-2021;2021;9;RM Región Metropolitana;2021
CRM4719;99 RM - CCP;CRM4719, ;12-09-2021;9;2021;11-09-2021 0:00;2021;9;Lampa;16-09-2021;2021;9;RM Región Metropolitana;2021
CRM4720;99 RM - CCP;CRM4720, ;13-09-2021;9;2021;08-09-2021 0:00;2021;9;Las Condes;13-09-2021;2021;9;RM Región Metropolitana;2021
CRM4721;99 RM - CCP;NULL;13-09-2021;9;2021;09-09-2021 0:00;2021;9;Renca;13-09-2021;2021;9;RM Región Metropolitana;2021
CRM4722;99 RM - CCP;NULL;13-09-2021;9;2021;13-09-2021 0:00;2021;9;Recoleta;21-09-2021;2021;9;RM Región Metropolitana;2021
CRM4727;99 RM - CCP;CRM4727, ;14-09-2021;9;2021;08-09-2021 0:00;2021;9;Colina;20-09-2021;2021;9;RM Región Metropolitana;2021
CRM4728;99 RM - CCP;CRM4728, ;14-09-2021;9;2021;14-09-2021 0:00;2021;9;Las Condes;21-09-2021;2021;9;RM Región Metropolitana;2021
CRM4729;99 RM - CCP;CRM4729, ;14-09-2021;9;2021;13-09-2021 0:00;2021;9;Providencia;14-09-2021;2021;9;RM Región Metropolitana;2021
CRM4730;99 RM - CCP;CRM4730, ;14-09-2021;9;2021;12-09-2021 0:00;2021;9;Vitacura;14-09-2021;2021;9;RM Región Metropolitana;2021
CRM4731;99 RM - CCP;CRM4731, ;14-09-2021;9;2021;14-09-2021 0:00;2021;9;Maipú;14-09-2021;2021;9;RM Región Metropolitana;2021
CRM4732;99 RM - CCP;NULL;15-09-2021;9;2021;08-09-2021 0:00;2021;9;Puente Alto;15-09-2021;2021;9;RM Región Metropolitana;2021
CRM4733;99 RM - CCP;NULL;15-09-2021;9;2021;22-04-2021 0:00;2021;4;El Bosque;15-09-2021;2021;9;RM Región Metropolitana;2021
CRM4734;99 RM - CCP;CRM4734, CRM4734, CRM4734, CRM4734, CRM4734, ;15-09-2021;9;2021;15-09-2021 0:00;2021;9;Santiago;01-10-2021;2021;10;RM Región Metropolitana;2021
CRM4735;99 RM - CCP;NULL;15-09-2021;9;2021;12-09-2021 0:00;2021;9;Pedro Aguirre Cerda;15-09-2021;2021;9;RM Región Metropolitana;2021
CRM4736;99 RM - CCP;CRM4736, ;15-09-2021;9;2021;15-09-2021 0:00;2021;9;Las Condes;16-09-2021;2021;9;RM Región Metropolitana;2021
CRM4737;99 RM - CCP;CRM4737, ;15-09-2021;9;2021;14-09-2021 0:00;2021;9;San Bernardo;20-09-2021;2021;9;RM Región Metropolitana;2021
CRM4738;99 RM - CCP;CRM4738, ;16-09-2021;9;2021;15-09-2021 0:00;2021;9;Peñalolén;22-09-2021;2021;9;RM Región Metropolitana;2021
CRM4739;99 RM - CCP;CRM4739, CRM4739, ;16-09-2021;9;2021;14-09-2021 0:00;2021;9;Maipú;21-09-2021;2021;9;RM Región Metropolitana;2021
CRM4740;99 RM - CCP;CRM4740, ;16-09-2021;9;2021;15-09-2021 0:00;2021;9;Quilicura;22-09-2021;2021;9;RM Región Metropolitana;2021
CRM4741;99 RM - CCP;NULL;19-09-2021;9;2021;19-09-2021 0:00;2021;9;Santiago;22-09-2021;2021;9;RM Región Metropolitana;2021
CRM4742;99 RM - CCP;CRM4742, ;19-09-2021;9;2021;18-09-2021 19:00;2021;9;San Joaquín;19-09-2021;2021;9;RM Región Metropolitana;2021
CRM4743;99 RM - CCP;CRM4743, ;21-09-2021;9;2021;21-09-2021 0:00;2021;9;Quinta Normal;02-10-2021;2021;10;RM Región Metropolitana;2021
CRM4744;99 RM - CCP;CRM4744, ;21-09-2021;9;2021;20-09-2021 0:00;2021;9;Lo Barnechea;21-09-2021;2021;9;RM Región Metropolitana;2021
CRM4745;99 RM - CCP;NULL;22-09-2021;9;2021;21-09-2021 0:00;2021;9;Santiago;30-09-2021;2021;9;RM Región Metropolitana;2021
CRM4746;99 RM - CCP;CRM4746, CRM4746, CRM4746, CRM4746, CRM4746, ;22-09-2021;9;2021;21-09-2021 0:00;2021;9;Peñalolén;24-09-2021;2021;9;RM Región Metropolitana;2021
CRM4747;99 RM - CCP;CRM4747, ;23-09-2021;9;2021;20-09-2021 0:00;2021;9;La Cisterna;23-09-2021;2021;9;RM Región Metropolitana;2021
