N°;Fecha Recepción;Comuna Ocurrencia;Fecha Finalización;Tipo de Finalización
517710;30-09-2022;-;12-10-2022;Contacto con terceros
517711;05-10-2022;-;06-10-2022;Egreso (Difusión)
517712;30-09-2022;-;12-10-2022;Contacto con terceros
517713;30-09-2022;-;12-10-2022;Contacto con terceros
517714;30-09-2022;-;12-10-2022;Contacto con terceros
517715;30-09-2022;-;12-10-2022;Egreso (Difusión)
517716;30-09-2022;-;04-10-2022;Cierre sin contacto
517717;30-09-2022;-;12-10-2022;Cierre sin contacto
517718;30-09-2022;-;12-10-2022;Cierre sin contacto
517719;30-09-2022;-;07-10-2022;Egreso (Orientación Entregada)
517720;30-09-2022;-;12-10-2022;Cierre sin contacto
517721;30-09-2022;-;03-10-2022;Egreso (Orientación Entregada)
517722;30-09-2022;-;07-10-2022;Egreso (Orientación Entregada)
517725;30-09-2022;-;03-10-2022;Cierre sin contacto
517726;30-09-2022;-;12-10-2022;Cierre sin contacto
517727;05-10-2022;-;07-10-2022;Cierre sin contacto
517729;30-09-2022;-;03-10-2022;Cierre sin contacto
517730;30-09-2022;-;03-10-2022;Cierre sin contacto
517731;30-09-2022;-;12-10-2022;Cierre sin contacto
517732;30-09-2022;-;07-10-2022;Egreso (Orientación Entregada)
517733;30-09-2022;-;03-10-2022;Contacto con terceros
517734;30-09-2022;-;07-10-2022;Cierre sin contacto
517736;30-09-2022;-;03-10-2022;Cierre sin contacto
517739;30-09-2022;-;03-10-2022;Egreso (Difusión)
517741;30-09-2022;-;04-10-2022;Contacto con terceros
517742;30-09-2022;-;04-10-2022;Cierre sin contacto
517743;30-09-2022;-;04-10-2022;Cierre sin contacto
517745;22-09-2022;-;05-10-2022;Derivación interna
517746;22-09-2022;-;03-10-2022;Egreso (Difusión)
517747;22-09-2022;-;04-10-2022;Contacto con terceros
517748;30-09-2022;-;07-10-2022;Derivación interna
517755;22-09-2022;-;03-10-2022;Egreso (Orientación Entregada)
517757;23-09-2022;-;03-10-2022;Contacto con terceros
517759;23-09-2022;-;03-10-2022;Contacto con terceros
517760;23-09-2022;-;06-10-2022;Egreso (Orientación Entregada)
517761;23-09-2022;-;05-10-2022;Egreso (Orientación Entregada)
517762;23-09-2022;-;04-10-2022;Egreso (Orientación Entregada)
517763;23-09-2022;-;03-10-2022;Contacto con terceros
517764;23-09-2022;-;03-10-2022;Contacto con terceros
517765;23-09-2022;-;03-10-2022;Egreso (Orientación Entregada)
517766;23-09-2022;-;03-10-2022;Contacto con terceros
517768;23-09-2022;-;04-10-2022;Cierre sin contacto
517769;23-09-2022;-;03-10-2022;Egreso (Orientación Entregada)
517771;03-10-2022;-;04-10-2022;Contacto con terceros
517772;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517773;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517774;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517775;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517776;03-10-2022;Cerrillos;05-10-2022;Egreso (Difusión)
517779;03-10-2022;-;05-10-2022;Cierre por proceso interrumpido
517780;03-10-2022;-;03-10-2022;Egreso (Difusión)
517781;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517782;03-10-2022;-;04-10-2022;Contacto con terceros
517783;03-10-2022;-;04-10-2022;Contacto con terceros
517784;03-10-2022;-;04-10-2022;Contacto con terceros
517785;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517786;03-10-2022;-;04-10-2022;Contacto con terceros
517787;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517788;03-10-2022;-;05-10-2022;Cierre sin contacto
517789;03-10-2022;-;05-10-2022;Cierre sin contacto
517790;03-10-2022;-;05-10-2022;Cierre sin contacto
517791;03-10-2022;-;05-10-2022;Cierre sin contacto
517792;03-10-2022;-;05-10-2022;Contacto con terceros
517793;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517795;03-10-2022;-;04-10-2022;Egreso (Difusión)
517796;03-10-2022;-;04-10-2022;Contacto con terceros
517799;03-10-2022;-;03-10-2022;Egreso (Difusión)
517800;03-10-2022;-;04-10-2022;Contacto con terceros
517801;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517802;03-10-2022;-;05-10-2022;Cierre sin contacto
517803;03-10-2022;-;03-10-2022;Contacto con terceros
517804;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517805;03-10-2022;-;03-10-2022;Cierre sin contacto
517807;07-10-2022;-;13-10-2022;Cierre por proceso interrumpido
517808;03-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
517809;07-10-2022;-;12-10-2022;Egreso (Difusión)
517810;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517811;07-10-2022;-;07-10-2022;Egreso (Difusión)
517812;03-10-2022;-;04-10-2022;Rechaza orientación
517813;07-10-2022;-;07-10-2022;Egreso (Difusión)
517814;03-10-2022;-;04-10-2022;Rechaza orientación
517815;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517816;07-10-2022;-;11-10-2022;Egreso (Difusión)
517817;07-10-2022;-;12-10-2022;Egreso (Difusión)
517818;03-10-2022;-;04-10-2022;Contacto con terceros
517819;07-10-2022;-;12-10-2022;Egreso (Difusión)
517820;07-10-2022;-;11-10-2022;Contacto con terceros
517821;07-10-2022;-;11-10-2022;Egreso (Difusión)
517824;07-10-2022;-;11-10-2022;Egreso (Difusión)
517826;07-10-2022;Villa Alemana;11-10-2022;Egreso (Orientación Entregada)
517827;03-10-2022;-;03-10-2022;Contacto con terceros
517828;05-10-2022;-;06-10-2022;Egreso (Difusión)
517829;07-10-2022;-;11-10-2022;Contacto con terceros
517830;03-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
517831;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517832;07-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
517833;03-10-2022;-;04-10-2022;Rechaza orientación
517834;03-10-2022;-;05-10-2022;Cierre sin contacto
517835;07-10-2022;-;11-10-2022;Egreso (Difusión)
517836;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
517837;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
517838;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
517839;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
517840;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
517841;03-10-2022;-;07-10-2022;Contacto con terceros
517842;03-10-2022;Ñuñoa;04-10-2022;Egreso (Orientación Entregada)
517843;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517844;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
517845;03-10-2022;-;05-10-2022;Cierre sin contacto
517846;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517847;03-10-2022;-;03-10-2022;Contacto con terceros
517848;03-10-2022;-;03-10-2022;Contacto con terceros
517849;03-10-2022;-;04-10-2022;Cierre sin contacto
517850;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517851;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
517852;07-10-2022;-;11-10-2022;Cierre sin contacto
517853;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517854;07-10-2022;-;11-10-2022;Cierre sin contacto
517855;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
517856;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
517857;07-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
517858;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
517859;07-10-2022;-;13-10-2022;Cierre por proceso interrumpido
517860;05-10-2022;-;07-10-2022;Cierre sin contacto
517861;07-10-2022;-;13-10-2022;Contacto con terceros
517862;03-10-2022;-;04-10-2022;Cierre sin contacto
517863;07-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
517864;07-10-2022;-;07-10-2022;Rechaza orientación
517865;07-10-2022;-;11-10-2022;Egreso (Difusión)
517866;03-10-2022;-;03-10-2022;Contacto con terceros
517867;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517868;03-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
517869;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
517870;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517871;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
517872;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
517873;07-10-2022;-;11-10-2022;Contacto con terceros
517874;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517875;03-10-2022;-;03-10-2022;Cierre sin contacto
517876;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
517877;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517878;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
517879;07-10-2022;-;11-10-2022;Contacto con terceros
517880;03-10-2022;-;04-10-2022;Cierre sin contacto
517881;03-10-2022;-;04-10-2022;Cierre sin contacto
517884;03-10-2022;-;04-10-2022;Cierre sin contacto
517885;03-10-2022;-;04-10-2022;Cierre sin contacto
517886;05-10-2022;-;07-10-2022;Cierre sin contacto
517887;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517890;03-10-2022;-;03-10-2022;Contacto con terceros
517891;03-10-2022;-;03-10-2022;Contacto con terceros
517893;03-10-2022;-;04-10-2022;Egreso (Difusión)
517896;03-10-2022;-;04-10-2022;Cierre sin contacto
517897;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517899;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517900;03-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
517901;03-10-2022;Copiapó;05-10-2022;Contacto con terceros
517902;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517903;03-10-2022;-;05-10-2022;Contacto con terceros
517904;03-10-2022;-;04-10-2022;Contacto con terceros
517905;07-10-2022;-;07-10-2022;Contacto con terceros
517906;07-10-2022;-;07-10-2022;Contacto con terceros
517907;03-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
517908;07-10-2022;Coronel;07-10-2022;Egreso (Orientación Entregada)
517909;07-10-2022;Coquimbo;07-10-2022;Egreso (Orientación Entregada)
517910;03-10-2022;-;04-10-2022;Contacto con terceros
517911;07-10-2022;Renca;07-10-2022;Egreso (Difusión)
517912;03-10-2022;-;04-10-2022;Contacto con terceros
517914;03-10-2022;-;04-10-2022;Cierre sin contacto
517915;03-10-2022;-;05-10-2022;Cierre sin contacto
517916;03-10-2022;-;04-10-2022;Contacto con terceros
517918;03-10-2022;San Ramón;03-10-2022;Contacto con terceros
517921;03-10-2022;-;03-10-2022;Contacto con terceros
517922;03-10-2022;Longaví;04-10-2022;Egreso (Orientación Entregada)
517927;03-10-2022;-;04-10-2022;Contacto con terceros
517931;03-10-2022;-;03-10-2022;Contacto con terceros
517932;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517934;03-10-2022;-;04-10-2022;Cierre sin contacto
517937;03-10-2022;-;04-10-2022;Cierre sin contacto
517938;03-10-2022;-;03-10-2022;Egreso (Difusión)
517947;03-10-2022;-;03-10-2022;Egreso (Orientación Entregada)
517948;03-10-2022;San Pedro de La Paz;03-10-2022;Egreso (Orientación Entregada)
517949;03-10-2022;Licantén;03-10-2022;Egreso (Orientación Entregada)
517954;03-10-2022;Alto Hospicio;03-10-2022;Egreso (Difusión)
517956;03-10-2022;-;03-10-2022;Egreso (Difusión)
517959;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517962;07-10-2022;-;12-10-2022;Egreso (Difusión)
517963;03-10-2022;-;05-10-2022;Cierre sin contacto
517972;03-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517976;03-10-2022;Valparaíso;05-10-2022;Egreso (Difusión)
517978;03-10-2022;Viña del Mar;04-10-2022;Egreso (Difusión)
517981;05-10-2022;-;11-10-2022;Cierre sin contacto
517983;23-09-2022;-;05-10-2022;Egreso (Difusión)
517984;23-09-2022;Providencia;07-10-2022;Derivación interna
517985;23-09-2022;-;06-10-2022;Egreso (Orientación Entregada)
517986;24-09-2022;-;06-10-2022;Cierre sin contacto
517987;04-10-2022;Maipú;05-10-2022;Egreso (Orientación Entregada)
517990;04-10-2022;-;06-10-2022;Egreso (Orientación Entregada)
517991;04-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
517992;04-10-2022;-;11-10-2022;Cierre sin contacto
517993;04-10-2022;Arica;05-10-2022;Egreso (Orientación Entregada)
517994;04-10-2022;-;04-10-2022;Contacto con terceros
517995;04-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
517996;04-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518002;04-10-2022;-;04-10-2022;Cierre sin contacto
518003;05-10-2022;-;05-10-2022;Egreso (Difusión)
518004;05-10-2022;-;05-10-2022;Contacto con terceros
518005;04-10-2022;-;06-10-2022;Egreso (Difusión)
518006;04-10-2022;-;11-10-2022;Cierre sin contacto
518016;04-10-2022;-;05-10-2022;Cierre sin contacto
518017;04-10-2022;-;04-10-2022;Egreso (Difusión)
518018;05-10-2022;-;11-10-2022;Cierre sin contacto
518023;05-10-2022;-;05-10-2022;Cierre sin contacto
518025;04-10-2022;Estación Central;05-10-2022;Egreso (Orientación Entregada)
518026;04-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518028;04-10-2022;-;05-10-2022;Egreso (Difusión)
518032;04-10-2022;-;05-10-2022;Egreso (Difusión)
518033;04-10-2022;-;05-10-2022;Contacto con terceros
518036;04-10-2022;Alto Hospicio;05-10-2022;Contacto con terceros
518037;04-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518038;04-10-2022;-;05-10-2022;Contacto con terceros
518040;05-10-2022;-;11-10-2022;Egreso (Difusión)
518041;04-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
518042;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518046;05-10-2022;-;11-10-2022;Cierre sin contacto
518047;04-10-2022;-;06-10-2022;Cierre por proceso interrumpido
518048;04-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
518049;04-10-2022;-;05-10-2022;Contacto con terceros
518052;04-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
518053;04-10-2022;-;05-10-2022;Egreso (Difusión)
518055;04-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
518056;04-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
518057;04-10-2022;-;05-10-2022;Cierre sin contacto
518059;04-10-2022;San Carlos;05-10-2022;Egreso (Difusión)
518060;04-10-2022;-;06-10-2022;Egreso (Orientación Entregada)
518061;04-10-2022;-;04-10-2022;Contacto con terceros
518062;04-10-2022;Viña del Mar;04-10-2022;Egreso (Difusión)
518063;04-10-2022;-;06-10-2022;Cierre sin contacto
518064;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518066;04-10-2022;-;04-10-2022;Egreso (Difusión)
518071;04-10-2022;-;04-10-2022;Contacto con terceros
518073;05-10-2022;-;05-10-2022;Contacto con terceros
518074;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518075;04-10-2022;-;06-10-2022;Cierre sin contacto
518079;04-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518081;04-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
518082;04-10-2022;-;05-10-2022;Egreso (Difusión)
518085;04-10-2022;Puerto Montt;04-10-2022;Egreso (Orientación Entregada)
518091;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518093;05-10-2022;-;05-10-2022;Egreso (Difusión)
518094;04-10-2022;-;04-10-2022;Cierre sin contacto
518095;04-10-2022;San Felipe;05-10-2022;Egreso (Orientación Entregada)
518097;04-10-2022;-;06-10-2022;Cierre sin contacto
518099;07-10-2022;-;11-10-2022;Contacto con terceros
518104;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518105;05-10-2022;-;07-10-2022;Egreso (Difusión)
518106;04-10-2022;-;04-10-2022;Egreso (Orientación Entregada)
518107;04-10-2022;Estación Central;04-10-2022;Egreso (Orientación Entregada)
518108;05-10-2022;-;11-10-2022;Cierre por proceso interrumpido
518109;05-10-2022;-;07-10-2022;Cierre sin contacto
518110;05-10-2022;-;07-10-2022;Cierre sin contacto
518111;05-10-2022;-;13-10-2022;Cierre sin contacto
518112;05-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518113;05-10-2022;Macul;07-10-2022;Egreso (Orientación Entregada)
518114;05-10-2022;Cerro Navia;07-10-2022;Cierre sin contacto
518115;05-10-2022;Macul;07-10-2022;Cierre sin contacto
518116;05-10-2022;San Bernardo;05-10-2022;Egreso (Orientación Entregada)
518117;05-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518120;05-10-2022;-;07-10-2022;Contacto con terceros
518121;05-10-2022;-;05-10-2022;Cierre sin contacto
518123;05-10-2022;-;11-10-2022;Contacto con terceros
518124;05-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518126;05-10-2022;-;05-10-2022;Egreso (Difusión)
518129;05-10-2022;-;13-10-2022;Cierre por proceso interrumpido
518130;05-10-2022;-;05-10-2022;Contacto con terceros
518132;05-10-2022;-;07-10-2022;Egreso (Difusión)
518134;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518136;05-10-2022;-;05-10-2022;Egreso (Difusión)
518137;05-10-2022;-;05-10-2022;Contacto con terceros
518138;05-10-2022;-;06-10-2022;Egreso (Orientación Entregada)
518139;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518141;05-10-2022;-;05-10-2022;Contacto con terceros
518142;05-10-2022;-;07-10-2022;Egreso (Difusión)
518143;05-10-2022;-;07-10-2022;Egreso (Difusión)
518151;05-10-2022;-;11-10-2022;Cierre sin contacto
518153;05-10-2022;-;05-10-2022;Rechaza orientación
518154;05-10-2022;Los Ángeles;06-10-2022;Egreso (Orientación Entregada)
518158;05-10-2022;-;05-10-2022;Cierre sin contacto
518159;05-10-2022;Mostazal;07-10-2022;Egreso (Orientación Entregada)
518160;05-10-2022;-;05-10-2022;Egreso (Difusión)
518162;05-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518165;05-10-2022;-;07-10-2022;Rechaza orientación
518166;05-10-2022;-;07-10-2022;Contacto con terceros
518168;05-10-2022;-;05-10-2022;Rechaza orientación
518169;05-10-2022;-;05-10-2022;Contacto con terceros
518170;05-10-2022;-;07-10-2022;Contacto con terceros
518172;05-10-2022;Santa Juana;07-10-2022;Egreso (Orientación Entregada)
518174;05-10-2022;Limache;07-10-2022;Egreso (Orientación Entregada)
518175;05-10-2022;Limache;07-10-2022;Egreso (Orientación Entregada)
518177;05-10-2022;-;08-10-2022;Egreso (Orientación Entregada)
518178;05-10-2022;-;07-10-2022;Contacto con terceros
518180;05-10-2022;-;07-10-2022;Cierre por proceso interrumpido
518181;05-10-2022;-;07-10-2022;Egreso (Difusión)
518183;05-10-2022;-;07-10-2022;Egreso (Difusión)
518184;05-10-2022;-;10-10-2022;Cierre sin contacto
518185;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518187;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518188;05-10-2022;-;05-10-2022;Contacto con terceros
518189;05-10-2022;-;07-10-2022;Contacto con terceros
518192;05-10-2022;-;07-10-2022;Cierre sin contacto
518194;05-10-2022;-;07-10-2022;Cierre sin contacto
518195;05-10-2022;-;07-10-2022;Cierre sin contacto
518196;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518197;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518198;05-10-2022;-;07-10-2022;Cierre sin contacto
518201;05-10-2022;-;05-10-2022;Contacto con terceros
518202;05-10-2022;-;05-10-2022;Cierre sin contacto
518203;05-10-2022;-;07-10-2022;Egreso (Difusión)
518207;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518211;05-10-2022;-;05-10-2022;Contacto con terceros
518212;05-10-2022;-;07-10-2022;Cierre sin contacto
518214;05-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518215;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518217;05-10-2022;-;07-10-2022;Cierre sin contacto
518218;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518221;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518223;05-10-2022;-;07-10-2022;Cierre sin contacto
518224;05-10-2022;-;07-10-2022;Contacto con terceros
518225;05-10-2022;-;05-10-2022;Egreso (Difusión)
518226;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518227;05-10-2022;-;07-10-2022;Contacto con terceros
518228;05-10-2022;-;06-10-2022;Cierre sin contacto
518231;05-10-2022;-;06-10-2022;Cierre sin contacto
518233;05-10-2022;-;07-10-2022;Cierre sin contacto
518234;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518235;05-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518236;05-10-2022;-;05-10-2022;Contacto con terceros
518237;05-10-2022;-;07-10-2022;Contacto con terceros
518240;05-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518243;05-10-2022;-;07-10-2022;Egreso (Difusión)
518246;05-10-2022;-;06-10-2022;Cierre sin contacto
518247;05-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518248;05-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518250;05-10-2022;-;06-10-2022;Contacto con terceros
518252;05-10-2022;-;06-10-2022;Egreso (Orientación Entregada)
518253;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518255;05-10-2022;-;07-10-2022;Cierre sin contacto
518256;05-10-2022;-;07-10-2022;Egreso (Difusión)
518258;05-10-2022;-;07-10-2022;Cierre sin contacto
518259;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518267;05-10-2022;-;05-10-2022;Contacto con terceros
518268;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518269;05-10-2022;-;07-10-2022;Contacto con terceros
518270;05-10-2022;-;07-10-2022;Cierre sin contacto
518272;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518274;05-10-2022;-;07-10-2022;Cierre sin contacto
518275;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518277;05-10-2022;Cerrillos;05-10-2022;Egreso (Orientación Entregada)
518278;05-10-2022;-;07-10-2022;Egreso (Difusión)
518279;05-10-2022;-;07-10-2022;Egreso (Difusión)
518281;05-10-2022;-;07-10-2022;Cierre sin contacto
518283;05-10-2022;-;05-10-2022;Cierre sin contacto
518284;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518286;05-10-2022;-;07-10-2022;Contacto con terceros
518287;05-10-2022;-;05-10-2022;Egreso (Difusión)
518289;05-10-2022;-;05-10-2022;Rechaza orientación
518290;05-10-2022;-;07-10-2022;Cierre sin contacto
518291;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518292;05-10-2022;-;05-10-2022;Contacto con terceros
518293;05-10-2022;-;07-10-2022;Egreso (Difusión)
518294;05-10-2022;Conchalí;07-10-2022;Egreso (Orientación Entregada)
518295;05-10-2022;Machalí;05-10-2022;Egreso (Orientación Entregada)
518296;05-10-2022;Arica;05-10-2022;Egreso (Difusión)
518297;05-10-2022;Valparaíso;05-10-2022;Egreso (Difusión)
518298;05-10-2022;Extranjera;05-10-2022;Egreso (Difusión)
518299;05-10-2022;-;05-10-2022;Egreso (Difusión)
518300;05-10-2022;-;05-10-2022;Egreso (Difusión)
518302;07-10-2022;-;12-10-2022;Cierre sin contacto
518303;05-10-2022;Talca;05-10-2022;Egreso (Orientación Entregada)
518306;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518307;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518308;07-10-2022;-;11-10-2022;Contacto con terceros
518309;05-10-2022;-;05-10-2022;Egreso (Orientación Entregada)
518310;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518311;05-10-2022;-;05-10-2022;Egreso (Difusión)
518312;05-10-2022;-;05-10-2022;Egreso (Difusión)
518313;07-10-2022;La Granja;12-10-2022;Contacto con terceros
518314;05-10-2022;Santiago;05-10-2022;Derivación interna
518315;07-10-2022;-;11-10-2022;Cierre sin contacto
518316;07-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518317;07-10-2022;-;14-10-2022;Egreso (Difusión)
518318;07-10-2022;-;12-10-2022;Cierre sin contacto
518319;07-10-2022;-;11-10-2022;Egreso (Difusión)
518320;07-10-2022;-;11-10-2022;Contacto con terceros
518321;07-10-2022;San Bernardo;11-10-2022;Egreso (Orientación Entregada)
518322;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518323;07-10-2022;-;11-10-2022;Contacto con terceros
518324;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518325;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518327;07-10-2022;-;12-10-2022;Cierre sin contacto
518328;07-10-2022;-;12-10-2022;Egreso (Difusión)
518329;07-10-2022;Renca;13-10-2022;Egreso (Orientación Entregada)
518330;07-10-2022;Santiago;11-10-2022;Contacto con terceros
518331;07-10-2022;-;12-10-2022;Cierre sin contacto
518332;07-10-2022;-;12-10-2022;Contacto con terceros
518340;07-10-2022;-;11-10-2022;Egreso (Difusión)
518341;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518344;07-10-2022;-;12-10-2022;Cierre sin contacto
518345;07-10-2022;-;11-10-2022;Rechaza orientación
518346;07-10-2022;San Fernando;11-10-2022;Egreso (Orientación Entregada)
518347;07-10-2022;San Fernando;11-10-2022;Egreso (Orientación Entregada)
518348;07-10-2022;-;13-10-2022;Cierre sin contacto
518349;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518351;07-10-2022;-;11-10-2022;Contacto con terceros
518352;07-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518353;07-10-2022;-;12-10-2022;Contacto con terceros
518354;07-10-2022;-;12-10-2022;Contacto con terceros
518355;07-10-2022;-;11-10-2022;Contacto con terceros
518356;07-10-2022;-;11-10-2022;Rechaza orientación
518357;07-10-2022;-;07-10-2022;Egreso (Difusión)
518360;07-10-2022;-;11-10-2022;Egreso (Difusión)
518361;07-10-2022;-;11-10-2022;Contacto con terceros
518364;07-10-2022;-;11-10-2022;Cierre por proceso interrumpido
518365;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518368;07-10-2022;-;07-10-2022;Cierre sin contacto
518370;07-10-2022;-;11-10-2022;Egreso (Difusión)
518373;07-10-2022;-;11-10-2022;Rechaza orientación
518374;07-10-2022;-;12-10-2022;Cierre sin contacto
518375;07-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518376;07-10-2022;-;11-10-2022;Rechaza orientación
518377;07-10-2022;-;11-10-2022;Egreso (Difusión)
518378;07-10-2022;-;12-10-2022;Cierre sin contacto
518379;07-10-2022;Valdivia;10-10-2022;Egreso (Orientación Entregada)
518380;07-10-2022;Santiago;11-10-2022;Egreso (Orientación Entregada)
518383;06-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518384;07-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518385;06-10-2022;-;12-10-2022;Egreso (Difusión)
518386;06-10-2022;-;12-10-2022;Cierre sin contacto
518387;06-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518388;06-10-2022;-;12-10-2022;Egreso (Difusión)
518389;07-10-2022;-;12-10-2022;Cierre sin contacto
518390;07-10-2022;Iquique;11-10-2022;Contacto con terceros
518391;06-10-2022;-;11-10-2022;Contacto con terceros
518392;07-10-2022;-;07-10-2022;Cierre sin contacto
518393;06-10-2022;-;12-10-2022;Cierre sin contacto
518394;06-10-2022;-;11-10-2022;Egreso (Difusión)
