N°;Fecha Recepción;Comuna Ocurrencia;Fecha Finalización;Tipo de Finalización
518395;07-10-2022;-;12-10-2022;Cierre por proceso interrumpido
518396;07-10-2022;-;12-10-2022;Cierre sin contacto
518397;07-10-2022;-;12-10-2022;Cierre sin contacto
518398;07-10-2022;-;11-10-2022;Egreso (Difusión)
518399;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518400;07-10-2022;-;11-10-2022;Contacto con terceros
518401;07-10-2022;Chillán;12-10-2022;Egreso (Difusión)
518402;07-10-2022;-;12-10-2022;Cierre por proceso interrumpido
518403;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518404;07-10-2022;-;11-10-2022;Egreso (Difusión)
518405;07-10-2022;-;11-10-2022;Egreso (Difusión)
518406;07-10-2022;-;07-10-2022;Contacto con terceros
518407;07-10-2022;El Bosque;07-10-2022;Egreso (Difusión)
518408;07-10-2022;-;11-10-2022;Egreso (Difusión)
518409;07-10-2022;-;11-10-2022;Contacto con terceros
518410;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518411;07-10-2022;-;11-10-2022;Cierre sin contacto
518412;07-10-2022;-;07-10-2022;Contacto con terceros
518413;07-10-2022;-;07-10-2022;Contacto con terceros
518414;07-10-2022;-;11-10-2022;Cierre sin contacto
518415;07-10-2022;-;11-10-2022;Cierre sin contacto
518416;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518417;07-10-2022;-;07-10-2022;Contacto con terceros
518418;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518419;07-10-2022;-;11-10-2022;Cierre sin contacto
518420;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518421;07-10-2022;-;07-10-2022;Egreso (Difusión)
518422;07-10-2022;-;11-10-2022;Contacto con terceros
518423;07-10-2022;-;11-10-2022;Egreso (Difusión)
518424;07-10-2022;-;11-10-2022;Egreso (Difusión)
518425;07-10-2022;-;11-10-2022;Egreso (Difusión)
518426;07-10-2022;-;11-10-2022;Cierre sin contacto
518427;07-10-2022;-;07-10-2022;Cierre sin contacto
518428;07-10-2022;-;11-10-2022;Cierre sin contacto
518429;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518430;07-10-2022;-;12-10-2022;Cierre sin contacto
518431;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518432;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518433;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518434;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518435;07-10-2022;-;12-10-2022;Cierre sin contacto
518436;07-10-2022;-;07-10-2022;Contacto con terceros
518437;07-10-2022;-;12-10-2022;Cierre sin contacto
518438;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518439;07-10-2022;-;13-10-2022;Cierre sin contacto
518440;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518441;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518442;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518443;07-10-2022;-;11-10-2022;Contacto con terceros
518444;07-10-2022;-;07-10-2022;Cierre por proceso interrumpido
518445;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518446;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518447;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518448;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518449;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518450;07-10-2022;-;11-10-2022;Egreso (Difusión)
518451;07-10-2022;-;11-10-2022;Contacto con terceros
518452;07-10-2022;-;07-10-2022;Contacto con terceros
518453;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518454;07-10-2022;-;11-10-2022;Cierre sin contacto
518455;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518456;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518457;07-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518458;07-10-2022;-;07-10-2022;Contacto con terceros
518459;07-10-2022;-;07-10-2022;Contacto con terceros
518460;07-10-2022;-;11-10-2022;Cierre sin contacto
518461;07-10-2022;-;11-10-2022;Cierre sin contacto
518462;07-10-2022;-;13-10-2022;Cierre por proceso interrumpido
518463;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518464;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518465;07-10-2022;-;13-10-2022;Egreso (Difusión)
518466;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518467;07-10-2022;-;11-10-2022;Cierre sin contacto
518468;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518469;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518470;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518471;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518472;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518473;07-10-2022;-;12-10-2022;Cierre sin contacto
518474;07-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518475;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518476;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518477;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518478;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518479;07-10-2022;-;07-10-2022;Egreso (Difusión)
518480;07-10-2022;-;11-10-2022;Cierre sin contacto
518481;07-10-2022;-;07-10-2022;Cierre sin contacto
518482;07-10-2022;-;07-10-2022;Egreso (Difusión)
518483;07-10-2022;-;06-10-2022;Egreso (Orientación Entregada)
518484;07-10-2022;-;07-10-2022;Egreso (Difusión)
518485;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518486;07-10-2022;-;12-10-2022;Cierre sin contacto
518487;07-10-2022;-;13-10-2022;Egreso (Difusión)
518488;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518489;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518490;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518491;07-10-2022;-;11-10-2022;Contacto con terceros
518492;07-10-2022;-;08-10-2022;Egreso (Orientación Entregada)
518493;07-10-2022;-;10-10-2022;Egreso (Orientación Entregada)
518494;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518495;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518496;07-10-2022;-;11-10-2022;Contacto con terceros
518497;07-10-2022;-;12-10-2022;Cierre sin contacto
518498;07-10-2022;-;11-10-2022;Contacto con terceros
518499;07-10-2022;-;11-10-2022;Cierre sin contacto
518500;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518501;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518502;07-10-2022;Puente Alto;11-10-2022;Egreso (Orientación Entregada)
518503;07-10-2022;-;12-10-2022;Cierre por proceso interrumpido
518504;07-10-2022;Estación Central;11-10-2022;Egreso (Orientación Entregada)
518505;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518506;07-10-2022;-;11-10-2022;Cierre sin contacto
518507;07-10-2022;-;07-10-2022;Egreso (Difusión)
518508;07-10-2022;-;07-10-2022;Egreso (Difusión)
518509;07-10-2022;-;07-10-2022;Egreso (Difusión)
518510;07-10-2022;-;07-10-2022;Contacto con terceros
518511;07-10-2022;-;11-10-2022;Cierre sin contacto
518512;07-10-2022;-;11-10-2022;Egreso (Difusión)
518513;07-10-2022;-;11-10-2022;Egreso (Difusión)
518514;07-10-2022;-;11-10-2022;Contacto con terceros
518515;07-10-2022;-;12-10-2022;Cierre sin contacto
518516;07-10-2022;-;12-10-2022;Egreso (Difusión)
518517;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518518;07-10-2022;-;07-10-2022;Contacto con terceros
518519;07-10-2022;-;11-10-2022;Cierre sin contacto
518520;07-10-2022;-;11-10-2022;Cierre sin contacto
518521;07-10-2022;-;11-10-2022;Contacto con terceros
518522;07-10-2022;-;07-10-2022;Egreso (Difusión)
518523;07-10-2022;-;12-10-2022;Cierre por proceso interrumpido
518524;07-10-2022;-;11-10-2022;Egreso (Difusión)
518525;07-10-2022;Vallenar;11-10-2022;Egreso (Difusión)
518526;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518527;07-10-2022;-;12-10-2022;Contacto con terceros
518528;07-10-2022;-;11-10-2022;Contacto con terceros
518529;07-10-2022;Iquique;07-10-2022;Egreso (Orientación Entregada)
518530;07-10-2022;-;11-10-2022;Egreso (Difusión)
518531;07-10-2022;Hualpén;11-10-2022;Egreso (Orientación Entregada)
518532;07-10-2022;-;11-10-2022;Egreso (Difusión)
518533;07-10-2022;-;12-10-2022;Cierre sin contacto
518534;07-10-2022;Antofagasta;07-10-2022;Egreso (Orientación Entregada)
518535;07-10-2022;-;06-10-2022;Cierre sin contacto
518536;07-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518537;07-10-2022;-;11-10-2022;Contacto con terceros
518538;07-10-2022;-;12-10-2022;Cierre sin contacto
518539;07-10-2022;-;11-10-2022;Contacto con terceros
518540;07-10-2022;-;11-10-2022;Egreso (Difusión)
518541;07-10-2022;-;11-10-2022;Cierre sin contacto
518542;07-10-2022;-;11-10-2022;Cierre sin contacto
518543;07-10-2022;-;11-10-2022;Egreso (Difusión)
518544;07-10-2022;-;12-10-2022;Cierre sin contacto
518545;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518546;07-10-2022;-;11-10-2022;Cierre sin contacto
518547;07-10-2022;-;07-10-2022;Egreso (Difusión)
518548;07-10-2022;La Serena;07-10-2022;Egreso (Difusión)
518549;07-10-2022;-;12-10-2022;Egreso (Difusión)
518550;07-10-2022;Los Andes;07-10-2022;Egreso (Orientación Entregada)
518551;07-10-2022;-;07-10-2022;Egreso (Difusión)
518552;07-10-2022;-;12-10-2022;Egreso (Difusión)
518553;07-10-2022;-;07-10-2022;Contacto con terceros
518554;07-10-2022;-;12-10-2022;Cierre sin contacto
518555;07-10-2022;Calbuco;07-10-2022;Egreso (Orientación Entregada)
518556;07-10-2022;-;07-10-2022;Egreso (Orientación Entregada)
518557;07-10-2022;-;11-10-2022;Egreso (Difusión)
518558;07-10-2022;-;07-10-2022;Egreso (Difusión)
518559;07-10-2022;-;07-10-2022;Egreso (Difusión)
518560;07-10-2022;-;11-10-2022;Contacto con terceros
518562;07-10-2022;-;13-10-2022;Egreso (Difusión)
518563;07-10-2022;-;12-10-2022;Cierre sin contacto
518565;07-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518569;07-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518573;06-10-2022;-;12-10-2022;Cierre por proceso interrumpido
518575;30-09-2022;-;13-10-2022;Cierre sin contacto
518576;11-10-2022;Quinta Normal;19-10-2022;Contacto con terceros
518577;02-10-2022;-;13-10-2022;Egreso (Difusión)
518578;02-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
518579;03-10-2022;-;17-10-2022;Derivación interna
518580;03-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
518581;03-10-2022;-;13-10-2022;Cierre sin contacto
518582;03-10-2022;-;12-10-2022;Egreso (Difusión)
518583;07-10-2022;Quinta Normal;07-10-2022;Egreso (Orientación Entregada)
518584;11-10-2022;-;11-10-2022;Egreso (Difusión)
518586;11-10-2022;-;11-10-2022;Egreso (Difusión)
518587;11-10-2022;-;13-10-2022;Cierre sin contacto
518588;11-10-2022;-;13-10-2022;Cierre sin contacto
518589;11-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518590;11-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
518591;11-10-2022;-;13-10-2022;Cierre sin contacto
518592;11-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
518593;11-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
518594;11-10-2022;-;13-10-2022;Cierre por proceso interrumpido
518595;11-10-2022;Curacaví;13-10-2022;Cierre sin contacto
518596;11-10-2022;-;13-10-2022;Contacto con terceros
518597;11-10-2022;Peñaflor;12-10-2022;Egreso (Orientación Entregada)
518598;11-10-2022;Arica;12-10-2022;Contacto con terceros
518599;11-10-2022;-;13-10-2022;Egreso (Difusión)
518600;11-10-2022;-;13-10-2022;Egreso (Difusión)
518601;11-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
518602;11-10-2022;-;11-10-2022;Egreso (Difusión)
518603;11-10-2022;Peñaflor;14-10-2022;Contacto con terceros
518604;11-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518605;11-10-2022;-;12-10-2022;Rechaza orientación
518606;11-10-2022;Arica;11-10-2022;Egreso (Orientación Entregada)
518607;11-10-2022;Arica;11-10-2022;Contacto con terceros
518608;11-10-2022;Arica;11-10-2022;Egreso (Orientación Entregada)
518610;11-10-2022;-;13-10-2022;Cierre sin contacto
518611;11-10-2022;Maipú;12-10-2022;Egreso (Difusión)
518612;11-10-2022;-;13-10-2022;Cierre por proceso interrumpido
518613;11-10-2022;-;13-10-2022;Cierre por proceso interrumpido
518614;11-10-2022;-;11-10-2022;Egreso (Difusión)
518615;11-10-2022;-;13-10-2022;Cierre sin contacto
518616;11-10-2022;San Bernardo;14-10-2022;Egreso (Orientación Entregada)
518617;11-10-2022;Pudahuel;13-10-2022;Egreso (Orientación Entregada)
518619;11-10-2022;-;12-10-2022;Egreso (Difusión)
518620;11-10-2022;Buin;11-10-2022;Contacto con terceros
518621;11-10-2022;Padre Hurtado;11-10-2022;Egreso (Orientación Entregada)
518623;11-10-2022;Macul;13-10-2022;Egreso (Orientación Entregada)
518624;11-10-2022;Maipú;13-10-2022;Derivación interna
518625;11-10-2022;San Bernardo;14-10-2022;Egreso (Orientación Entregada)
518627;11-10-2022;-;12-10-2022;Contacto con terceros
518628;11-10-2022;Buin;11-10-2022;Egreso (Orientación Entregada)
518629;11-10-2022;-;13-10-2022;Cierre sin contacto
518630;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518631;11-10-2022;Pudahuel;11-10-2022;Egreso (Orientación Entregada)
518632;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518633;11-10-2022;-;13-10-2022;Cierre sin contacto
518634;11-10-2022;-;11-10-2022;Egreso (Difusión)
518635;11-10-2022;-;17-10-2022;Derivación interna
518636;11-10-2022;-;13-10-2022;Cierre sin contacto
518637;11-10-2022;-;12-10-2022;Rechaza orientación
518638;11-10-2022;-;13-10-2022;Egreso (Difusión)
518639;11-10-2022;-;13-10-2022;Contacto con terceros
518640;11-10-2022;Santiago;11-10-2022;Egreso (Orientación Entregada)
518641;11-10-2022;-;11-10-2022;Egreso (Difusión)
518642;11-10-2022;-;13-10-2022;Cierre sin contacto
518643;11-10-2022;-;13-10-2022;Rechaza orientación
518644;11-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518645;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518646;11-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518647;11-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
518648;11-10-2022;-;11-10-2022;Rechaza orientación
518649;11-10-2022;-;13-10-2022;Cierre sin contacto
518650;11-10-2022;-;13-10-2022;Egreso (Difusión)
518651;11-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518652;11-10-2022;-;13-10-2022;Cierre sin contacto
518653;11-10-2022;-;13-10-2022;Cierre sin contacto
518654;11-10-2022;-;13-10-2022;Egreso (Difusión)
518655;11-10-2022;-;13-10-2022;Cierre sin contacto
518656;11-10-2022;-;11-10-2022;Cierre sin contacto
518657;11-10-2022;-;11-10-2022;Egreso (Difusión)
518658;11-10-2022;-;12-10-2022;Contacto con terceros
518659;11-10-2022;Lago Ranco;12-10-2022;Rechaza orientación
518660;11-10-2022;-;12-10-2022;Egreso (Difusión)
518661;11-10-2022;-;13-10-2022;Egreso (Difusión)
518662;11-10-2022;-;11-10-2022;Egreso (Difusión)
518663;11-10-2022;-;11-10-2022;Contacto con terceros
518664;11-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518665;11-10-2022;-;11-10-2022;Contacto con terceros
518666;11-10-2022;Copiapó;11-10-2022;Egreso (Orientación Entregada)
518667;11-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518668;11-10-2022;-;11-10-2022;Contacto con terceros
518669;11-10-2022;Parral;12-10-2022;Contacto con terceros
518670;11-10-2022;-;13-10-2022;Cierre sin contacto
518671;11-10-2022;-;12-10-2022;Contacto con terceros
518672;11-10-2022;-;12-10-2022;Contacto con terceros
518673;11-10-2022;Antofagasta;13-10-2022;Egreso (Orientación Entregada)
518674;11-10-2022;-;12-10-2022;Contacto con terceros
518675;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518676;11-10-2022;-;12-10-2022;Egreso (Difusión)
518677;11-10-2022;-;12-10-2022;Contacto con terceros
518678;11-10-2022;-;12-10-2022;Cierre sin contacto
518679;11-10-2022;-;11-10-2022;Contacto con terceros
518680;11-10-2022;-;12-10-2022;Contacto con terceros
518681;11-10-2022;-;12-10-2022;Cierre por proceso interrumpido
518682;11-10-2022;Alto Hospicio;12-10-2022;Egreso (Difusión)
518683;11-10-2022;Quillota;12-10-2022;Egreso (Orientación Entregada)
518684;11-10-2022;Rengo;12-10-2022;Egreso (Difusión)
518685;11-10-2022;-;13-10-2022;Cierre sin contacto
518686;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518687;11-10-2022;-;12-10-2022;Contacto con terceros
518688;11-10-2022;Maipú;12-10-2022;Egreso (Orientación Entregada)
518689;11-10-2022;-;12-10-2022;Egreso (Difusión)
518690;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518691;11-10-2022;Viña del Mar;12-10-2022;Egreso (Orientación Entregada)
518692;11-10-2022;-;13-10-2022;Cierre sin contacto
518693;11-10-2022;-;12-10-2022;Cierre sin contacto
518694;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518695;11-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518696;11-10-2022;-;13-10-2022;Egreso (Difusión)
518697;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518698;13-10-2022;-;13-10-2022;Egreso (Difusión)
518699;13-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
518700;11-10-2022;Santa Bárbara;12-10-2022;Egreso (Orientación Entregada)
518701;13-10-2022;-;13-10-2022;Contacto con terceros
518702;13-10-2022;-;14-10-2022;Egreso (Difusión)
518703;13-10-2022;-;17-10-2022;Cierre sin contacto
518704;13-10-2022;-;13-10-2022;Contacto con terceros
518705;13-10-2022;-;17-10-2022;Egreso (Difusión)
518706;11-10-2022;-;13-10-2022;Cierre sin contacto
518707;13-10-2022;Coquimbo;14-10-2022;Egreso (Orientación Entregada)
518708;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518709;13-10-2022;-;14-10-2022;Cierre por proceso interrumpido
518710;13-10-2022;-;14-10-2022;Rechaza orientación
518711;13-10-2022;-;17-10-2022;Egreso (Difusión)
518712;11-10-2022;-;11-10-2022;Egreso (Orientación Entregada)
518713;11-10-2022;-;11-10-2022;Contacto con terceros
518714;13-10-2022;-;17-10-2022;Rechaza orientación
518715;13-10-2022;-;17-10-2022;Cierre sin contacto
518716;13-10-2022;-;17-10-2022;Contacto con terceros
518717;13-10-2022;-;17-10-2022;Rechaza orientación
518718;13-10-2022;-;17-10-2022;Rechaza orientación
518719;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518720;13-10-2022;-;17-10-2022;Egreso (Difusión)
518721;11-10-2022;-;13-10-2022;Cierre sin contacto
518722;11-10-2022;-;13-10-2022;Cierre sin contacto
518723;11-10-2022;-;13-10-2022;Contacto con terceros
518724;11-10-2022;-;13-10-2022;Contacto con terceros
518725;13-10-2022;-;17-10-2022;Contacto con terceros
518726;11-10-2022;-;13-10-2022;Egreso (Difusión)
518727;13-10-2022;-;17-10-2022;Egreso (Difusión)
518728;11-10-2022;-;11-10-2022;Contacto con terceros
518729;13-10-2022;-;17-10-2022;Egreso (Difusión)
518730;13-10-2022;-;17-10-2022;Cierre sin contacto
518731;11-10-2022;-;12-10-2022;Egreso (Orientación Entregada)
518732;11-10-2022;-;12-10-2022;Contacto con terceros
518733;11-10-2022;-;13-10-2022;Egreso (Difusión)
518734;13-10-2022;-;14-10-2022;Contacto con terceros
518735;13-10-2022;-;14-10-2022;Egreso (Difusión)
518736;13-10-2022;-;17-10-2022;Cierre sin contacto
518737;11-10-2022;-;13-10-2022;Cierre sin contacto
518738;11-10-2022;-;13-10-2022;Egreso (Orientación Entregada)
518739;13-10-2022;Llayllay;14-10-2022;Egreso (Orientación Entregada)
518740;11-10-2022;-;13-10-2022;Egreso (Difusión)
518741;13-10-2022;-;17-10-2022;Egreso (Orientación Entregada)
518742;13-10-2022;Isla de Maipo;17-10-2022;Egreso (Orientación Entregada)
